fish_ID,date,time,spot,background,stimulus,correct,number_incorrect_pecks,time_detection_seconds,contrast
M,11/09/2017,15:00:00,dark,2bright,50-50-50,1,0,2.41,0.146998711
E,31/10/2017,16:00:00,dark,2bright,30-30-30,1,0,2.41,0.369359853
O,27/10/2017,10:00:00,dark,2bright,30-30-30,1,0,2.41,0.369359853
J,13/11/2017,15:00:00,bright,1dark,55-55-55,1,0,2.43,0.098101105
I,11/03/2017,15:00:00,dark,1dark,36-36-36,1,0,2.43,0.162338153
I,11/02/2017,14:00:00,bright,1dark,63-58-55,1,0,2.44,0.119903714
H,11/06/2017,14:00:00,dark,2bright,50-50-50,1,0,2.44,0.146998711
J,11/01/2017,15:00:00,bright,1dark,66-58-55,1,0,2.44,0.148335617
B,30/10/2017,11:30:00,dark,2bright,48-48-48,1,0,2.44,0.197223484
O,20/10/2017,10:00:00,dark,2bright,48-48-48,1,0,2.44,0.197223484
E,11/06/2017,14:00:00,bright,2bright,85-75-75,1,0,2.44,0.217397242
C,11/02/2017,15:00:00,dark,1dark,30-30-30,1,0,2.44,0.227340804
C,11/09/2017,14:00:00,bright,1dark,85-75-75,1,0,2.44,0.36590405
O,11/03/2017,15:00:00,dark,2bright,30-30-30,1,0,2.44,0.369359853
S,11/02/2017,15:00:00,dark,2bright,30-30-30,1,0,2.44,0.369359853
D,11/09/2017,14:00:00,bright,2bright,plain,1,0,2.44,0.419240736
F,11/07/2017,15:00:00,dark,2bright,30-30-30,1,0,2.46,0.369359853
O,11/01/2017,14:00:00,dark,2bright,58-54-52,1,0,2.47,0.11571537
F,11/02/2017,14:00:00,bright,2bright,75-71-69,1,0,2.47,0.129079105
B,30/10/2017,11:30:00,dark,2bright,50-50-50,1,0,2.47,0.146998711
H,11/02/2017,14:00:00,dark,2bright,50-50-50,1,0,2.47,0.146998711
C,11/10/2017,10:00:00,dark,1dark,36-36-36,1,0,2.47,0.162338153
D,11/07/2017,14:00:00,bright,2bright,75-71-69,1,0,2.5,0.129079105
M,23/10/2017,11:00:00,bright,2bright,85-75-75,1,0,2.5,0.217397242
C,23/10/2017,12:00:00,dark,1dark,30-30-30,1,0,2.5,0.227340804
R,16/11/2017,10:00:00,bright,1dark,85-75-75,1,0,2.5,0.36590405
O,11/02/2017,15:00:00,dark,2bright,30-30-30,1,0,2.5,0.369359853
O,11/06/2017,14:00:00,bright,2bright,plain,1,0,2.5,0.419240736
I,11/08/2017,14:00:00,bright,1dark,55-55-55,1,0,2.53,0.098101105
N,11/08/2017,14:00:00,dark,1dark,40-40-40,1,0,2.53,0.125392552
H,11/02/2017,14:00:00,bright,2bright,75-71-69,1,0,2.53,0.129079105
S,11/06/2017,14:00:00,dark,2bright,50-50-50,1,0,2.53,0.146998711
E,24/10/2017,10:00:00,dark,2bright,48-48-48,1,0,2.53,0.197223484
G,20/10/2017,10:00:00,dark,1dark,30-30-30,1,0,2.53,0.227340804
J,11/03/2017,15:00:00,bright,1dark,85-75-75,1,0,2.53,0.36590405
M,24/10/2017,10:00:00,dark,2bright,30-30-30,1,0,2.53,0.369359853
T,11/07/2017,13:00:00,dark,1dark,45-45-45,1,0,2.54,0.07566594
S,31/10/2017,15:00:00,dark,2bright,30-30-30,1,0,2.54,0.369359853
M,23/10/2017,11:00:00,dark,2bright,58-54-52,1,0,2.56,0.11571537
G,11/10/2017,10:00:00,bright,1dark,66-58-55,1,0,2.56,0.148335617
N,14/11/2017,14:00:00,bright,1dark,66-58-55,1,0,2.56,0.148335617
B,31/10/2017,16:00:00,dark,2bright,48-48-48,1,0,2.56,0.197223484
B,27/10/2017,10:00:00,dark,2bright,48-48-48,1,0,2.56,0.197223484
O,31/10/2017,15:00:00,bright,2bright,85-75-75,1,0,2.56,0.217397242
O,11/09/2017,15:00:00,bright,2bright,plain,1,0,2.56,0.419240736
O,27/10/2017,10:00:00,dark,2bright,50-50-50,1,0,2.57,0.146998711
R,11/08/2017,14:00:00,bright,1dark,53-53-53,1,0,2.59,0.058437472
J,11/07/2017,14:00:00,dark,1dark,36-36-36,1,0,2.59,0.162338153
I,20/10/2017,10:00:00,dark,1dark,30-30-30,1,0,2.59,0.227340804
N,16/11/2017,10:00:00,bright,1dark,85-75-75,1,0,2.59,0.36590405
N,11/10/2017,10:00:00,bright,1dark,85-75-75,1,0,2.59,0.36590405
F,11/01/2017,15:00:00,bright,2bright,plain,1,0,2.59,0.419240736
C,11/10/2017,10:00:00,bright,1dark,66-58-55,1,0,2.6,0.148335617
J,27/10/2017,10:00:00,bright,1dark,66-58-55,1,0,2.6,0.148335617
C,30/10/2017,11:30:00,dark,1dark,30-30-30,1,0,2.6,0.227340804
F,11/06/2017,15:00:00,dark,2bright,50-50-50,1,0,2.62,0.146998711
C,20/10/2017,10:00:00,bright,1dark,66-58-55,1,0,2.62,0.148335617
T,11/09/2017,15:00:00,bright,1dark,85-75-75,1,0,2.62,0.36590405
T,11/03/2017,15:00:00,bright,1dark,53-53-53,1,0,2.63,0.058437472
M,11/10/2017,10:00:00,bright,2bright,75-71-69,1,0,2.63,0.129079105
S,11/02/2017,15:00:00,dark,2bright,50-50-50,1,0,2.63,0.146998711
C,11/01/2017,16:00:00,bright,1dark,66-58-55,1,0,2.63,0.148335617
I,11/09/2017,14:00:00,dark,1dark,36-36-36,1,0,2.63,0.162338153
M,20/10/2017,10:00:00,dark,2bright,48-48-48,1,0,2.63,0.197223484
I,23/10/2017,11:00:00,dark,1dark,30-30-30,1,0,2.65,0.227340804
J,11/09/2017,14:00:00,dark,1dark,45-45-45,1,0,2.66,0.07566594
H,20/10/2017,10:00:00,dark,2bright,58-54-52,1,0,2.66,0.11571537
S,11/02/2017,15:00:00,bright,2bright,75-71-69,1,0,2.66,0.129079105
N,11/03/2017,15:00:00,dark,1dark,36-36-36,1,0,2.66,0.162338153
F,15/11/2017,15:00:00,dark,2bright,48-48-48,1,0,2.66,0.197223484
B,11/01/2017,15:00:00,dark,2bright,30-30-30,1,0,2.66,0.369359853
O,11/08/2017,14:00:00,bright,2bright,plain,1,0,2.66,0.419240736
I,11/06/2017,15:00:00,bright,1dark,55-55-55,1,0,2.68,0.098101105
N,11/07/2017,13:00:00,dark,1dark,45-46-46,1,0,2.69,0.030932475
N,13/11/2017,15:00:00,bright,1dark,55-55-55,1,0,2.69,0.098101105
I,11/06/2017,15:00:00,bright,1dark,63-58-55,1,0,2.69,0.119903714
D,20/10/2017,13:00:00,dark,2bright,50-50-50,1,0,2.69,0.146998711
O,11/02/2017,15:00:00,bright,2bright,85-75-75,1,0,2.69,0.217397242
C,11/09/2017,14:00:00,dark,1dark,30-30-30,1,0,2.69,0.227340804
J,11/10/2017,10:00:00,dark,1dark,30-30-30,1,0,2.69,0.227340804
O,11/01/2017,14:00:00,dark,2bright,30-30-30,1,0,2.69,0.369359853
J,11/03/2017,15:00:00,dark,1dark,36-36-36,1,0,2.72,0.162338153
M,25/10/2017,11:00:00,dark,2bright,48-48-48,1,0,2.72,0.197223484
C,11/08/2017,14:00:00,bright,1dark,55-55-55,1,0,2.73,0.098101105
T,11/07/2017,13:00:00,bright,1dark,63-58-55,1,0,2.75,0.119903714
B,20/10/2017,13:00:00,dark,2bright,50-50-50,1,0,2.75,0.146998711
S,14/11/2017,14:00:00,dark,2bright,30-30-30,1,0,2.75,0.369359853
B,11/01/2017,15:00:00,bright,2bright,plain,1,0,2.75,0.419240736
J,11/03/2017,15:00:00,bright,1dark,53-53-53,1,0,2.78,0.058437472
G,24/10/2017,10:00:00,dark,1dark,45-45-45,1,0,2.78,0.07566594
G,11/01/2017,15:00:00,bright,1dark,55-55-55,1,0,2.78,0.098101105
C,30/10/2017,11:30:00,dark,1dark,40-40-40,1,0,2.78,0.125392552
D,11/08/2017,14:00:00,dark,2bright,50-50-50,1,0,2.78,0.146998711
J,11/10/2017,10:00:00,bright,1dark,66-58-55,1,0,2.78,0.148335617
G,11/10/2017,10:00:00,dark,1dark,36-36-36,1,0,2.78,0.162338153
S,14/11/2017,14:00:00,dark,2bright,48-48-48,1,0,2.78,0.197223484
C,11/10/2017,10:00:00,dark,1dark,30-30-30,1,0,2.78,0.227340804
M,11/03/2017,15:00:00,dark,2bright,30-30-30,1,0,2.78,0.369359853
M,31/10/2017,16:00:00,bright,2bright,70-66-64,1,0,2.79,0.099135488
J,23/10/2017,12:00:00,dark,1dark,40-40-40,1,0,2.81,0.125392552
I,11/07/2017,15:00:00,dark,1dark,40-40-40,1,0,2.82,0.125392552
S,11/08/2017,14:00:00,bright,2bright,plain,1,0,2.82,0.419240736
H,31/10/2017,16:00:00,dark,2bright,50-50-50,1,0,2.84,0.146998711
I,27/10/2017,10:00:00,bright,1dark,63-58-55,1,0,2.85,0.119903714
S,11/09/2017,15:00:00,dark,2bright,48-48-48,1,0,2.85,0.197223484
F,11/09/2017,15:00:00,dark,2bright,48-48-48,1,0,2.87,0.197223484
J,13/11/2017,15:00:00,dark,1dark,30-30-30,1,0,2.87,0.227340804
I,14/11/2017,15:00:00,bright,1dark,85-75-75,1,0,2.87,0.36590405
T,11/03/2017,15:00:00,bright,1dark,85-75-75,1,0,2.87,0.36590405
B,11/09/2017,14:00:00,bright,2bright,75-71-69,1,0,2.88,0.129079105
D,11/09/2017,14:00:00,dark,2bright,48-48-48,1,0,2.9,0.197223484
E,24/10/2017,10:00:00,dark,2bright,30-30-30,1,0,2.9,0.369359853
B,11/08/2017,14:00:00,bright,2bright,plain,1,0,2.9,0.419240736
I,27/10/2017,10:00:00,dark,1dark,36-36-36,1,0,2.91,0.162338153
M,11/08/2017,14:00:00,dark,2bright,50-50-50,1,0,2.93,0.146998711
E,25/10/2017,11:00:00,dark,2bright,30-30-30,1,0,2.93,0.369359853
G,11/02/2017,14:00:00,dark,1dark,45-45-45,1,0,2.94,0.07566594
B,11/07/2017,15:00:00,bright,2bright,70-66-64,1,0,2.94,0.099135488
D,11/09/2017,14:00:00,dark,2bright,50-50-50,1,0,2.94,0.146998711
S,11/03/2017,15:00:00,dark,2bright,30-30-30,1,0,2.94,0.369359853
B,11/10/2017,10:00:00,dark,2bright,48-48-48,1,0,2.97,0.197223484
D,31/10/2017,16:00:00,dark,2bright,48-48-48,1,0,2.97,0.197223484
J,24/10/2017,10:00:00,bright,1dark,85-75-75,1,0,2.97,0.36590405
B,24/10/2017,10:00:00,dark,2bright,30-30-30,1,0,2.97,0.369359853
O,31/10/2017,15:00:00,bright,2bright,70-66-64,1,0,3,0.099135488
N,11/10/2017,10:00:00,bright,1dark,66-58-55,1,0,3,0.148335617
F,11/06/2017,15:00:00,bright,2bright,plain,1,1,3,0.419240736
M,11/07/2017,13:00:00,dark,2bright,58-54-52,1,0,3.03,0.11571537
O,20/10/2017,13:00:00,dark,2bright,58-54-52,1,0,3.03,0.11571537
G,11/08/2017,15:00:00,dark,1dark,40-40-40,1,0,3.03,0.125392552
H,20/10/2017,10:00:00,bright,2bright,75-71-69,1,0,3.03,0.129079105
O,11/08/2017,14:00:00,dark,2bright,50-50-50,1,0,3.03,0.146998711
D,27/10/2017,10:00:00,dark,2bright,48-48-48,1,0,3.03,0.197223484
O,20/10/2017,13:00:00,dark,2bright,30-30-30,1,0,3.03,0.369359853
J,11/09/2017,14:00:00,dark,1dark,36-36-36,1,0,3.05,0.162338153
F,15/11/2017,15:00:00,dark,2bright,58-54-52,1,0,3.06,0.11571537
D,25/10/2017,11:00:00,bright,2bright,75-71-69,1,0,3.06,0.129079105
I,11/02/2017,14:00:00,dark,1dark,30-30-30,1,0,3.06,0.227340804
G,11/10/2017,10:00:00,bright,1dark,85-75-75,1,0,3.06,0.36590405
F,11/03/2017,14:00:00,dark,2bright,30-30-30,1,0,3.06,0.369359853
S,14/11/2017,14:00:00,dark,2bright,50-50-50,1,0,3.09,0.146998711
N,15/11/2017,15:00:00,dark,1dark,36-36-36,1,0,3.09,0.162338153
E,11/03/2017,15:00:00,dark,2bright,48-48-48,1,0,3.09,0.197223484
F,14/11/2017,14:00:00,dark,2bright,48-48-48,1,0,3.09,0.197223484
I,25/10/2017,13:00:00,dark,1dark,30-30-30,1,0,3.1,0.227340804
J,11/03/2017,15:00:00,bright,1dark,55-55-55,1,0,3.12,0.098101105
M,11/10/2017,10:00:00,bright,2bright,70-66-64,1,0,3.12,0.099135488
R,11/07/2017,14:00:00,dark,1dark,40-40-40,1,0,3.12,0.125392552
N,31/10/2017,16:00:00,bright,1dark,66-58-55,1,0,3.12,0.148335617
G,13/11/2017,14:00:00,dark,1dark,30-30-30,1,0,3.12,0.227340804
B,11/01/2017,15:00:00,dark,2bright,63-58-55,0,3,3.13,0.039449742
O,24/10/2017,10:00:00,dark,2bright,48-48-48,1,0,3.13,0.197223484
F,11/02/2017,14:00:00,dark,2bright,50-50-50,1,0,3.15,0.146998711
J,30/10/2017,11:30:00,bright,1dark,55-55-55,1,0,3.16,0.098101105
F,14/11/2017,14:00:00,bright,2bright,75-71-69,1,0,3.16,0.129079105
B,23/10/2017,12:00:00,dark,2bright,50-50-50,1,0,3.16,0.146998711
D,27/10/2017,10:00:00,bright,2bright,85-75-75,1,0,3.16,0.217397242
F,11/03/2017,14:00:00,dark,2bright,48-48-48,1,0,3.18,0.197223484
B,31/10/2017,16:00:00,bright,2bright,68-64-62,1,0,3.19,0.045592225
G,11/06/2017,15:00:00,bright,1dark,55-55-55,1,0,3.19,0.098101105
F,13/11/2017,14:00:00,bright,2bright,85-75-75,1,0,3.19,0.217397242
C,11/10/2017,10:00:00,bright,1dark,85-75-75,1,0,3.19,0.36590405
S,11/09/2017,15:00:00,bright,2bright,plain,1,0,3.19,0.419240736
M,30/10/2017,11:30:00,bright,2bright,plain,1,0,3.2,0.419240736
M,27/10/2017,10:00:00,dark,2bright,60-56-54,1,0,3.22,0.061387824
E,11/09/2017,15:00:00,dark,2bright,50-50-50,1,0,3.22,0.146998711
D,31/10/2017,16:00:00,dark,2bright,30-30-30,1,0,3.22,0.369359853
D,11/02/2017,14:00:00,dark,2bright,30-30-30,1,0,3.22,0.369359853
B,30/10/2017,11:30:00,bright,2bright,plain,1,0,3.22,0.419240736
D,11/08/2017,14:00:00,bright,2bright,plain,1,0,3.22,0.419240736
H,11/10/2017,10:00:00,bright,2bright,plain,1,0,3.22,0.419240736
G,11/09/2017,15:00:00,dark,1dark,45-45-45,1,0,3.25,0.07566594
D,31/10/2017,16:00:00,bright,2bright,75-71-69,1,0,3.25,0.129079105
I,11/09/2017,14:00:00,bright,1dark,85-75-75,1,0,3.28,0.36590405
E,20/10/2017,13:00:00,bright,2bright,plain,1,0,3.28,0.419240736
E,11/02/2017,14:00:00,dark,2bright,30-30-30,1,0,3.29,0.369359853
J,11/02/2017,14:00:00,dark,1dark,45-45-45,1,0,3.3,0.07566594
J,24/10/2017,10:00:00,bright,1dark,63-58-55,1,0,3.3,0.119903714
E,11/02/2017,14:00:00,dark,2bright,50-50-50,1,0,3.34,0.146998711
I,20/10/2017,10:00:00,bright,1dark,66-58-55,1,0,3.34,0.148335617
R,11/06/2017,14:00:00,bright,1dark,66-58-55,1,0,3.34,0.148335617
B,13/11/2017,15:00:00,dark,2bright,30-30-30,1,0,3.34,0.369359853
G,25/10/2017,13:00:00,bright,1dark,85-75-75,1,0,3.35,0.36590405
I,11/10/2017,10:00:00,bright,1dark,85-75-75,1,0,3.35,0.36590405
I,24/10/2017,10:00:00,dark,1dark,40-40-40,1,0,3.36,0.125392552
J,20/10/2017,13:00:00,bright,1dark,55-55-55,1,0,3.37,0.098101105
F,13/11/2017,14:00:00,bright,2bright,75-71-69,1,0,3.37,0.129079105
I,11/06/2017,15:00:00,bright,1dark,66-58-55,1,0,3.37,0.148335617
B,20/10/2017,13:00:00,bright,2bright,85-75-75,1,0,3.37,0.217397242
F,13/11/2017,14:00:00,dark,2bright,30-30-30,1,0,3.37,0.369359853
E,11/10/2017,10:00:00,bright,2bright,plain,1,0,3.37,0.419240736
B,30/10/2017,11:30:00,dark,2bright,48-48-48,1,0,3.38,0.197223484
I,11/09/2017,14:00:00,dark,1dark,30-30-30,1,0,3.38,0.227340804
T,11/03/2017,15:00:00,bright,1dark,55-55-55,1,0,3.4,0.098101105
E,31/10/2017,16:00:00,bright,2bright,75-71-69,1,0,3.41,0.129079105
F,11/09/2017,15:00:00,bright,2bright,75-71-69,1,0,3.41,0.129079105
I,11/03/2017,15:00:00,dark,1dark,40-40-40,1,0,3.44,0.125392552
R,11/08/2017,14:00:00,dark,1dark,40-40-40,1,0,3.44,0.125392552
N,11/01/2017,14:00:00,bright,1dark,66-58-55,1,0,3.44,0.148335617
O,24/10/2017,10:00:00,bright,2bright,85-75-75,1,0,3.44,0.217397242
O,20/10/2017,13:00:00,dark,2bright,63-58-55,1,0,3.47,0.039449742
B,11/02/2017,14:00:00,bright,2bright,75-71-69,1,0,3.47,0.129079105
S,11/03/2017,15:00:00,dark,2bright,48-48-48,1,0,3.47,0.197223484
C,11/03/2017,15:00:00,bright,1dark,55-55-55,1,0,3.5,0.098101105
I,20/10/2017,13:00:00,bright,1dark,63-58-55,1,0,3.5,0.119903714
I,11/08/2017,14:00:00,dark,1dark,40-40-40,1,0,3.5,0.125392552
N,31/10/2017,16:00:00,dark,1dark,40-40-40,1,0,3.5,0.125392552
I,23/10/2017,11:00:00,bright,1dark,66-58-55,1,0,3.5,0.148335617
O,23/10/2017,11:00:00,dark,2bright,58-54-52,1,0,3.53,0.11571537
B,11/09/2017,14:00:00,dark,2bright,48-48-48,1,0,3.53,0.197223484
I,25/10/2017,13:00:00,bright,1dark,85-75-75,1,0,3.53,0.36590405
J,11/07/2017,14:00:00,dark,1dark,40-40-40,1,0,3.56,0.125392552
S,13/11/2017,15:00:00,bright,2bright,85-75-75,1,0,3.56,0.217397242
H,11/06/2017,14:00:00,bright,2bright,plain,1,0,3.57,0.419240736
G,23/10/2017,10:00:00,bright,1dark,55-55-55,1,0,3.59,0.098101105
M,20/10/2017,10:00:00,dark,2bright,50-50-50,1,0,3.59,0.146998711
T,11/08/2017,14:00:00,bright,1dark,66-58-55,1,0,3.59,0.148335617
F,11/08/2017,15:00:00,bright,2bright,85-75-75,1,0,3.59,0.217397242
J,20/10/2017,10:00:00,dark,1dark,30-30-30,1,0,3.59,0.227340804
G,27/10/2017,10:00:00,bright,1dark,85-75-75,1,0,3.59,0.36590405
B,20/10/2017,10:00:00,dark,2bright,30-30-30,1,0,3.59,0.369359853
H,11/08/2017,14:00:00,bright,2bright,plain,1,0,3.59,0.419240736
C,20/10/2017,13:00:00,bright,1dark,66-58-55,1,0,3.6,0.148335617
J,23/10/2017,12:00:00,bright,1dark,66-58-55,1,0,3.6,0.148335617
J,27/10/2017,10:00:00,bright,1dark,85-75-75,1,0,3.6,0.36590405
I,13/11/2017,15:00:00,bright,1dark,55-55-55,1,0,3.63,0.098101105
O,11/10/2017,10:00:00,dark,2bright,48-48-48,1,0,3.63,0.197223484
J,20/10/2017,13:00:00,bright,1dark,63-58-55,1,0,3.65,0.119903714
M,13/11/2017,15:00:00,bright,2bright,85-75-75,1,0,3.65,0.217397242
R,11/02/2017,15:00:00,bright,1dark,63-58-55,1,0,3.66,0.119903714
D,11/07/2017,14:00:00,dark,2bright,48-48-48,1,0,3.66,0.197223484
D,11/01/2017,15:00:00,dark,2bright,30-30-30,1,0,3.66,0.369359853
B,25/10/2017,11:00:00,bright,2bright,85-75-75,1,0,3.68,0.217397242
G,13/11/2017,14:00:00,dark,1dark,45-45-45,1,0,3.69,0.07566594
E,11/03/2017,15:00:00,dark,2bright,58-54-52,1,0,3.69,0.11571537
D,11/09/2017,14:00:00,bright,2bright,75-71-69,1,0,3.69,0.129079105
T,27/10/2017,10:00:00,dark,1dark,45-45-45,1,0,3.71,0.07566594
F,11/09/2017,15:00:00,dark,2bright,50-50-50,1,0,3.72,0.146998711
D,24/10/2017,10:00:00,dark,2bright,48-48-48,1,0,3.72,0.197223484
I,11/10/2017,10:00:00,dark,1dark,30-30-30,1,0,3.72,0.227340804
J,23/10/2017,12:00:00,dark,1dark,30-30-30,1,0,3.72,0.227340804
D,20/10/2017,10:00:00,bright,2bright,plain,1,0,3.72,0.419240736
T,25/10/2017,13:00:00,dark,1dark,45-45-45,1,0,3.75,0.07566594
J,11/03/2017,15:00:00,dark,1dark,40-40-40,1,0,3.75,0.125392552
J,30/10/2017,11:30:00,dark,1dark,30-30-30,1,0,3.75,0.227340804
G,25/10/2017,13:00:00,bright,1dark,85-75-75,1,0,3.75,0.36590405
S,11/10/2017,10:00:00,bright,2bright,plain,1,0,3.81,0.419240736
I,31/10/2017,15:00:00,dark,1dark,40-40-40,1,0,3.82,0.125392552
G,30/10/2017,11:30:00,dark,1dark,45-45-45,1,0,3.84,0.07566594
I,31/10/2017,15:00:00,bright,1dark,66-58-55,1,0,3.84,0.148335617
F,11/01/2017,15:00:00,dark,2bright,30-30-30,1,0,3.84,0.369359853
J,11/10/2017,10:00:00,bright,1dark,85-75-75,1,0,3.85,0.36590405
I,23/10/2017,11:00:00,bright,1dark,55-55-55,1,0,3.87,0.098101105
E,25/10/2017,11:00:00,bright,2bright,85-75-75,1,0,3.88,0.217397242
J,20/10/2017,10:00:00,dark,1dark,40-40-40,1,0,3.9,0.125392552
E,30/10/2017,11:30:00,bright,2bright,plain,1,0,3.9,0.419240736
H,23/10/2017,12:00:00,dark,2bright,58-54-52,1,2,3.91,0.11571537
J,11/06/2017,15:00:00,bright,1dark,66-58-55,1,0,3.91,0.148335617
G,25/10/2017,13:00:00,dark,1dark,36-36-36,1,0,3.91,0.162338153
C,20/10/2017,13:00:00,bright,1dark,55-55-55,1,0,3.94,0.098101105
I,27/10/2017,10:00:00,dark,1dark,40-40-40,1,0,3.94,0.125392552
H,13/11/2017,14:00:00,bright,2bright,85-75-75,1,0,3.94,0.217397242
B,11/03/2017,15:00:00,dark,2bright,30-30-30,1,0,3.94,0.369359853
J,13/11/2017,15:00:00,dark,1dark,45-45-45,1,0,3.97,0.07566594
I,20/10/2017,10:00:00,dark,1dark,40-40-40,1,0,3.97,0.125392552
J,20/10/2017,10:00:00,bright,1dark,66-58-55,1,0,3.97,0.148335617
F,11/10/2017,10:00:00,bright,2bright,70-66-64,1,0,4,0.099135488
B,11/02/2017,14:00:00,dark,2bright,30-30-30,1,0,4,0.369359853
S,11/06/2017,14:00:00,bright,2bright,plain,1,0,4,0.419240736
N,11/08/2017,14:00:00,bright,1dark,55-55-55,1,0,4.03,0.098101105
I,13/11/2017,15:00:00,dark,1dark,30-30-30,1,0,4.03,0.227340804
O,25/10/2017,11:00:00,bright,2bright,plain,1,0,4.03,0.419240736
E,25/10/2017,11:00:00,dark,2bright,58-54-52,1,0,4.06,0.11571537
O,23/10/2017,11:00:00,bright,2bright,85-75-75,1,0,4.06,0.217397242
B,11/08/2017,14:00:00,dark,2bright,50-50-50,1,0,4.07,0.146998711
B,11/02/2017,14:00:00,dark,2bright,50-50-50,1,0,4.1,0.146998711
D,20/10/2017,10:00:00,dark,2bright,30-30-30,1,0,4.1,0.369359853
M,30/10/2017,11:30:00,dark,2bright,60-56-54,1,0,4.12,0.061387824
F,11/02/2017,14:00:00,dark,2bright,30-30-30,1,0,4.12,0.369359853
E,20/10/2017,10:00:00,bright,2bright,plain,1,0,4.12,0.419240736
O,25/10/2017,11:00:00,bright,2bright,85-75-75,1,0,4.13,0.217397242
B,11/03/2017,15:00:00,dark,2bright,48-48-48,1,0,4.15,0.197223484
O,13/11/2017,15:00:00,bright,2bright,75-71-69,1,1,4.16,0.129079105
G,20/10/2017,10:00:00,dark,1dark,45-45-45,1,0,4.19,0.07566594
H,11/07/2017,13:00:00,bright,2bright,75-71-69,1,0,4.19,0.129079105
B,20/10/2017,10:00:00,bright,2bright,plain,1,0,4.19,0.419240736
M,11/03/2017,15:00:00,dark,2bright,58-54-52,1,0,4.22,0.11571537
B,20/10/2017,10:00:00,bright,2bright,85-75-75,1,0,4.22,0.217397242
M,31/10/2017,16:00:00,dark,2bright,60-56-54,1,0,4.25,0.061387824
G,20/10/2017,13:00:00,dark,1dark,45-45-45,1,0,4.28,0.07566594
C,31/10/2017,15:00:00,bright,1dark,55-55-55,1,0,4.28,0.098101105
C,11/08/2017,14:00:00,dark,1dark,40-40-40,1,0,4.28,0.125392552
E,11/01/2017,15:00:00,bright,2bright,plain,1,0,4.28,0.419240736
F,14/11/2017,14:00:00,bright,2bright,plain,1,0,4.28,0.419240736
G,20/10/2017,10:00:00,dark,1dark,45-46-46,1,0,4.31,0.030932475
G,11/06/2017,15:00:00,bright,1dark,53-53-53,1,0,4.31,0.058437472
H,31/10/2017,16:00:00,dark,2bright,58-54-52,1,0,4.32,0.11571537
F,11/06/2017,15:00:00,bright,2bright,85-75-75,1,0,4.32,0.217397242
I,27/10/2017,10:00:00,bright,1dark,85-75-75,1,0,4.32,0.36590405
R,15/11/2017,15:00:00,dark,1dark,45-45-45,1,0,4.34,0.07566594
F,11/08/2017,15:00:00,dark,2bright,50-50-50,1,0,4.34,0.146998711
N,11/03/2017,15:00:00,bright,1dark,53-53-53,1,0,4.35,0.058437472
E,11/01/2017,15:00:00,dark,2bright,63-58-55,1,0,4.37,0.039449742
R,11/09/2017,15:00:00,dark,1dark,36-36-36,1,0,4.37,0.162338153
C,11/08/2017,14:00:00,bright,1dark,66-58-55,1,0,4.38,0.148335617
H,25/10/2017,11:00:00,dark,2bright,30-30-30,1,0,4.38,0.369359853
H,13/11/2017,14:00:00,dark,2bright,30-30-30,1,0,4.38,0.369359853
B,27/10/2017,10:00:00,bright,2bright,70-66-64,1,0,4.44,0.099135488
S,11/01/2017,14:00:00,bright,2bright,plain,1,0,4.44,0.419240736
S,11/10/2017,10:00:00,dark,2bright,48-48-48,1,0,4.46,0.197223484
H,11/02/2017,14:00:00,dark,2bright,60-56-54,1,0,4.5,0.061387824
F,13/11/2017,14:00:00,bright,2bright,66-62-60,1,0,4.57,0.021014427
E,11/08/2017,14:00:00,bright,2bright,plain,1,0,4.57,0.419240736
H,11/09/2017,15:00:00,bright,2bright,75-71-69,1,0,4.6,0.129079105
G,20/10/2017,10:00:00,dark,1dark,40-40-40,1,0,4.62,0.125392552
H,24/10/2017,10:00:00,dark,2bright,48-48-48,1,0,4.62,0.197223484
J,20/10/2017,13:00:00,dark,1dark,40-40-40,1,0,4.63,0.125392552
H,13/11/2017,14:00:00,bright,2bright,68-64-62,1,0,4.66,0.045592225
J,11/10/2017,10:00:00,dark,1dark,36-36-36,1,0,4.66,0.162338153
C,24/10/2017,10:00:00,dark,1dark,36-36-36,1,0,4.72,0.162338153
D,24/10/2017,10:00:00,bright,2bright,85-75-75,1,0,4.72,0.217397242
E,11/09/2017,15:00:00,dark,2bright,48-48-48,1,0,4.75,0.197223484
E,11/07/2017,13:00:00,dark,2bright,48-48-48,1,0,4.75,0.197223484
J,20/10/2017,13:00:00,dark,1dark,45-45-45,1,0,4.78,0.07566594
R,11/06/2017,14:00:00,bright,1dark,63-58-55,1,0,4.78,0.119903714
T,25/10/2017,13:00:00,dark,1dark,36-36-36,1,0,4.78,0.162338153
I,20/10/2017,13:00:00,dark,1dark,40-40-40,1,0,4.81,0.125392552
M,23/10/2017,11:00:00,dark,2bright,60-56-54,1,0,4.82,0.061387824
R,16/11/2017,10:00:00,bright,1dark,55-55-55,1,0,4.84,0.098101105
E,20/10/2017,10:00:00,bright,2bright,85-75-75,1,0,4.84,0.217397242
I,11/03/2017,15:00:00,bright,1dark,55-55-55,1,0,4.9,0.098101105
D,25/10/2017,11:00:00,bright,2bright,plain,1,0,4.91,0.419240736
H,23/10/2017,12:00:00,dark,2bright,30-30-30,1,0,4.96,0.369359853
D,20/10/2017,13:00:00,bright,2bright,plain,1,0,4.96,0.419240736
