fish_ID,date,time,spot,background,stimulus,correct,number_incorrect_pecks,time_detection_seconds,contrast
H,31/10/2017,16:00:00,bright,2bright,75-71-69,1,0,4.97,0.129079105
C,11/06/2017,15:00:00,bright,1dark,55-55-55,1,0,5,0.098101105
H,25/10/2017,11:00:00,bright,2bright,70-66-64,1,0,5,0.099135488
F,15/11/2017,15:00:00,dark,2bright,50-50-50,1,0,5,0.146998711
T,23/10/2017,10:00:00,dark,1dark,40-40-40,1,0,5.06,0.125392552
D,23/10/2017,12:00:00,bright,2bright,85-75-75,1,0,5.06,0.217397242
F,14/11/2017,14:00:00,dark,2bright,60-56-54,1,0,5.16,0.061387824
O,11/01/2017,14:00:00,dark,2bright,60-56-54,1,1,5.19,0.061387824
T,14/11/2017,14:00:00,bright,1dark,66-58-55,1,0,5.19,0.148335617
N,14/11/2017,14:00:00,dark,1dark,40-40-40,1,0,5.25,0.125392552
J,11/10/2017,10:00:00,bright,1dark,53-53-53,1,0,5.28,0.058437472
G,24/10/2017,10:00:00,dark,1dark,30-30-30,1,0,5.31,0.227340804
C,27/10/2017,10:00:00,dark,1dark,40-40-40,1,0,5.37,0.125392552
B,11/07/2017,15:00:00,bright,2bright,75-71-69,1,0,5.37,0.129079105
N,11/02/2017,15:00:00,dark,1dark,45-46-46,1,0,5.38,0.030932475
F,11/08/2017,15:00:00,bright,2bright,plain,1,0,5.38,0.419240736
E,11/02/2017,14:00:00,bright,2bright,85-75-75,1,0,5.43,0.217397242
I,11/10/2017,10:00:00,dark,1dark,36-36-36,1,0,5.44,0.162338153
O,24/10/2017,10:00:00,dark,2bright,58-54-52,1,0,5.46,0.11571537
C,31/10/2017,15:00:00,dark,1dark,40-40-40,1,0,5.46,0.125392552
M,11/03/2017,15:00:00,bright,2bright,70-66-64,1,0,5.53,0.099135488
F,11/10/2017,10:00:00,dark,2bright,48-48-48,1,0,5.56,0.197223484
O,20/10/2017,13:00:00,dark,2bright,48-48-48,1,0,5.56,0.197223484
C,27/10/2017,10:00:00,bright,1dark,66-58-55,1,0,5.62,0.148335617
O,30/10/2017,11:30:00,dark,2bright,58-54-52,1,1,5.63,0.11571537
T,30/10/2017,11:30:00,dark,1dark,45-45-45,0,3,5.66,0.07566594
M,11/06/2017,14:00:00,dark,2bright,60-56-54,1,0,5.72,0.061387824
D,11/06/2017,15:00:00,dark,2bright,50-50-50,1,0,5.78,0.146998711
J,11/01/2017,15:00:00,bright,1dark,55-55-55,1,0,5.81,0.098101105
I,11/01/2017,15:00:00,bright,1dark,55-55-55,1,0,5.84,0.098101105
F,11/03/2017,14:00:00,bright,2bright,70-66-64,1,0,5.84,0.099135488
T,30/10/2017,11:30:00,dark,1dark,40-40-40,0,3,5.84,0.125392552
E,30/10/2017,11:30:00,dark,2bright,58-54-52,1,0,5.9,0.11571537
H,20/10/2017,13:00:00,bright,2bright,85-75-75,1,0,5.9,0.217397242
C,11/09/2017,14:00:00,dark,1dark,45-45-45,1,0,5.91,0.07566594
H,27/10/2017,10:00:00,bright,2bright,70-66-64,1,0,5.94,0.099135488
S,11/01/2017,14:00:00,dark,2bright,58-54-52,1,0,5.94,0.11571537
C,11/06/2017,15:00:00,bright,1dark,63-58-55,1,0,6.03,0.119903714
M,24/10/2017,10:00:00,dark,2bright,58-54-52,1,0,6.06,0.11571537
C,13/11/2017,15:00:00,bright,1dark,55-55-55,1,0,6.09,0.098101105
O,11/06/2017,14:00:00,dark,2bright,60-56-54,1,1,6.1,0.061387824
N,11/02/2017,15:00:00,bright,1dark,63-58-55,1,0,6.1,0.119903714
E,11/06/2017,14:00:00,bright,2bright,plain,1,0,6.1,0.419240736
O,27/10/2017,10:00:00,bright,2bright,75-71-69,1,0,6.13,0.129079105
B,11/08/2017,14:00:00,dark,2bright,58-54-52,1,0,6.16,0.11571537
G,11/10/2017,10:00:00,dark,1dark,45-46-46,1,0,6.19,0.030932475
M,25/10/2017,11:00:00,dark,2bright,30-30-30,1,0,6.21,0.369359853
H,11/03/2017,15:00:00,bright,2bright,68-64-62,1,0,6.22,0.045592225
E,11/06/2017,14:00:00,dark,2bright,60-56-54,1,0,6.25,0.061387824
J,23/10/2017,12:00:00,bright,1dark,55-55-55,1,0,6.25,0.098101105
O,11/02/2017,15:00:00,bright,2bright,75-71-69,1,2,6.28,0.129079105
F,11/07/2017,15:00:00,dark,2bright,48-48-48,1,0,6.35,0.197223484
S,30/10/2017,11:30:00,dark,2bright,48-48-48,1,0,6.38,0.197223484
F,14/11/2017,14:00:00,dark,2bright,50-50-50,1,0,6.4,0.146998711
T,11/10/2017,10:00:00,bright,1dark,66-58-55,1,2,6.4,0.148335617
S,11/06/2017,14:00:00,bright,2bright,85-75-75,1,0,6.44,0.217397242
E,23/10/2017,11:00:00,dark,2bright,60-56-54,1,0,6.47,0.061387824
T,30/10/2017,11:30:00,dark,1dark,47-47-48,0,3,6.5,0.022288655
E,11/02/2017,14:00:00,dark,2bright,60-56-54,1,1,6.53,0.061387824
M,13/11/2017,15:00:00,bright,2bright,75-71-69,1,0,6.53,0.129079105
G,20/10/2017,10:00:00,bright,1dark,66-58-55,1,0,6.57,0.148335617
T,11/07/2017,13:00:00,bright,1dark,51-51-51,0,3,6.61,0.014302192
D,11/06/2017,15:00:00,dark,2bright,60-56-54,1,0,6.62,0.061387824
B,31/10/2017,16:00:00,dark,2bright,50-50-50,1,0,6.63,0.146998711
H,23/10/2017,12:00:00,bright,2bright,68-64-62,1,0,6.68,0.045592225
G,31/10/2017,15:00:00,dark,1dark,40-40-40,1,0,6.75,0.125392552
S,11/09/2017,15:00:00,dark,2bright,50-50-50,1,0,6.91,0.146998711
H,27/10/2017,10:00:00,dark,2bright,30-30-30,1,0,6.93,0.369359853
E,11/08/2017,14:00:00,dark,2bright,58-54-52,1,0,6.97,0.11571537
G,11/07/2017,15:00:00,dark,1dark,45-45-45,1,2,7.03,0.07566594
I,24/10/2017,10:00:00,bright,1dark,63-58-55,1,0,7.03,0.119903714
T,11/07/2017,13:00:00,dark,1dark,45-46-46,1,1,7.06,0.030932475
E,11/08/2017,14:00:00,bright,2bright,68-64-62,1,0,7.06,0.045592225
C,20/10/2017,10:00:00,dark,1dark,30-30-30,1,0,7.12,0.227340804
J,30/10/2017,11:30:00,dark,1dark,45-45-45,1,0,7.13,0.07566594
B,20/10/2017,10:00:00,dark,2bright,58-54-52,1,0,7.31,0.11571537
M,11/06/2017,14:00:00,bright,2bright,plain,1,1,7.31,0.419240736
T,30/10/2017,11:30:00,bright,1dark,53-53-53,0,3,7.34,0.058437472
O,24/10/2017,10:00:00,dark,2bright,50-50-50,1,0,7.35,0.146998711
F,13/11/2017,14:00:00,bright,2bright,70-66-64,1,0,7.37,0.099135488
C,11/01/2017,16:00:00,bright,1dark,55-55-55,1,0,7.4,0.098101105
I,31/10/2017,15:00:00,bright,1dark,55-55-55,1,1,7.41,0.098101105
G,11/07/2017,15:00:00,dark,1dark,45-46-46,0,3,7.44,0.030932475
R,11/03/2017,15:00:00,dark,1dark,36-36-36,1,0,7.44,0.162338153
N,13/11/2017,15:00:00,dark,1dark,45-45-45,1,0,7.5,0.07566594
I,11/01/2017,15:00:00,bright,1dark,66-58-55,1,0,7.56,0.148335617
J,20/10/2017,10:00:00,dark,1dark,45-45-45,1,0,7.59,0.07566594
H,31/10/2017,16:00:00,dark,2bright,30-30-30,1,1,7.6,0.369359853
S,11/08/2017,14:00:00,bright,2bright,85-75-75,1,0,7.63,0.217397242
I,23/10/2017,11:00:00,dark,1dark,40-40-40,1,0,7.65,0.125392552
C,24/10/2017,10:00:00,bright,1dark,63-58-55,1,0,7.66,0.119903714
I,20/10/2017,13:00:00,bright,1dark,66-58-55,1,0,7.68,0.148335617
O,11/07/2017,13:00:00,dark,2bright,58-54-52,1,1,7.69,0.11571537
C,20/10/2017,10:00:00,dark,1dark,45-45-45,1,0,7.72,0.07566594
T,11/08/2017,14:00:00,bright,1dark,53-53-53,0,3,7.83,0.058437472
C,31/10/2017,15:00:00,dark,1dark,45-45-45,1,0,7.85,0.07566594
S,11/03/2017,15:00:00,dark,2bright,58-54-52,1,0,7.97,0.11571537
M,11/01/2017,14:00:00,dark,2bright,63-58-55,1,1,8.06,0.039449742
O,11/09/2017,15:00:00,dark,2bright,50-50-50,1,2,8.09,0.146998711
C,23/10/2017,12:00:00,dark,1dark,40-40-40,1,0,8.12,0.125392552
T,14/11/2017,14:00:00,bright,1dark,63-58-55,1,2,8.13,0.119903714
R,16/11/2017,10:00:00,dark,1dark,40-40-40,1,0,8.16,0.125392552
E,11/09/2017,15:00:00,bright,2bright,plain,1,0,8.28,0.419240736
N,11/03/2017,15:00:00,dark,1dark,40-40-40,1,0,8.31,0.125392552
S,30/10/2017,11:30:00,dark,2bright,60-56-54,1,0,8.45,0.061387824
O,31/10/2017,15:00:00,dark,2bright,60-56-54,1,0,8.47,0.061387824
H,11/08/2017,14:00:00,dark,2bright,58-54-52,1,0,8.62,0.11571537
E,30/10/2017,11:30:00,dark,2bright,60-56-54,1,0,8.66,0.061387824
T,27/10/2017,10:00:00,bright,1dark,53-53-53,0,3,8.75,0.058437472
T,20/10/2017,13:00:00,bright,1dark,53-53-53,0,3,8.75,0.058437472
M,13/11/2017,15:00:00,bright,2bright,66-62-60,0,3,8.88,0.021014427
F,11/09/2017,15:00:00,bright,2bright,70-66-64,1,0,8.89,0.099135488
I,11/09/2017,14:00:00,dark,1dark,45-45-45,1,0,8.94,0.07566594
B,11/08/2017,14:00:00,dark,2bright,63-58-55,1,1,8.97,0.039449742
R,16/11/2017,10:00:00,bright,1dark,55-55-55,1,1,8.97,0.098101105
T,13/11/2017,15:00:00,bright,1dark,51-51-51,0,3,9.03,0.014302192
T,27/10/2017,10:00:00,bright,1dark,55-55-55,1,1,9.05,0.098101105
I,11/07/2017,15:00:00,bright,1dark,63-58-55,1,0,9.12,0.119903714
G,31/10/2017,15:00:00,dark,1dark,45-45-45,1,0,9.13,0.07566594
M,11/06/2017,14:00:00,bright,2bright,68-64-62,0,3,9.16,0.045592225
B,11/06/2017,15:00:00,dark,2bright,60-56-54,1,0,9.34,0.061387824
C,13/11/2017,15:00:00,dark,1dark,45-45-45,1,0,9.34,0.07566594
E,11/02/2017,14:00:00,bright,2bright,75-71-69,1,1,9.34,0.129079105
B,11/07/2017,15:00:00,bright,2bright,66-62-60,0,3,9.37,0.021014427
O,11/08/2017,14:00:00,dark,2bright,58-54-52,1,1,9.37,0.11571537
E,11/03/2017,15:00:00,dark,2bright,30-30-30,1,0,9.53,0.369359853
R,14/11/2017,14:00:00,bright,1dark,63-58-55,1,0,9.56,0.119903714
C,30/10/2017,11:30:00,dark,1dark,45-45-45,1,0,9.6,0.07566594
T,25/10/2017,13:00:00,bright,1dark,85-75-75,1,1,9.62,0.36590405
S,11/10/2017,10:00:00,bright,2bright,75-71-69,1,0,9.66,0.129079105
T,11/10/2017,10:00:00,bright,1dark,53-53-53,0,3,9.68,0.058437472
G,11/01/2017,15:00:00,bright,1dark,53-53-53,1,0,9.81,0.058437472
T,11/09/2017,15:00:00,dark,1dark,45-46-46,0,3,9.84,0.030932475
H,11/08/2017,14:00:00,dark,2bright,63-58-55,1,2,9.91,0.039449742
I,11/02/2017,14:00:00,dark,1dark,45-45-45,1,1,9.91,0.07566594
M,11/01/2017,14:00:00,dark,2bright,60-56-54,0,3,9.97,0.061387824
T,11/06/2017,14:00:00,bright,1dark,53-53-53,0,3,10.09,0.058437472
F,11/06/2017,15:00:00,dark,2bright,60-56-54,1,0,10.16,0.061387824
C,24/10/2017,10:00:00,bright,1dark,55-55-55,1,0,10.18,0.098101105
D,31/10/2017,16:00:00,dark,2bright,50-50-50,1,0,10.41,0.146998711
T,11/03/2017,15:00:00,bright,1dark,51-51-51,0,3,10.47,0.014302192
M,11/07/2017,13:00:00,bright,2bright,66-62-60,0,3,10.5,0.021014427
J,31/10/2017,15:00:00,dark,1dark,45-45-45,1,0,10.53,0.07566594
B,20/10/2017,13:00:00,bright,2bright,70-66-64,1,0,10.66,0.099135488
G,23/10/2017,10:00:00,dark,1dark,40-40-40,1,0,10.72,0.125392552
M,11/08/2017,14:00:00,bright,2bright,68-64-62,0,3,10.87,0.045592225
O,11/07/2017,13:00:00,bright,2bright,70-66-64,0,3,10.87,0.099135488
G,20/10/2017,13:00:00,dark,1dark,40-40-40,1,2,10.9,0.125392552
E,11/01/2017,15:00:00,dark,2bright,60-56-54,1,2,10.96,0.061387824
H,11/07/2017,13:00:00,bright,2bright,66-62-60,0,3,11,0.021014427
I,24/10/2017,10:00:00,dark,1dark,45-45-45,1,0,11.03,0.07566594
H,27/10/2017,10:00:00,dark,2bright,58-54-52,1,0,11.07,0.11571537
O,11/10/2017,10:00:00,bright,2bright,66-62-60,0,3,11.15,0.021014427
F,11/03/2017,14:00:00,bright,2bright,68-64-62,1,1,11.22,0.045592225
M,20/10/2017,10:00:00,dark,2bright,60-56-54,1,0,11.31,0.061387824
R,16/11/2017,10:00:00,bright,1dark,63-58-55,1,0,11.47,0.119903714
D,27/10/2017,10:00:00,dark,2bright,58-54-52,1,0,11.57,0.11571537
T,27/10/2017,10:00:00,dark,1dark,47-47-48,0,3,11.69,0.022288655
D,20/10/2017,10:00:00,dark,2bright,58-54-52,1,0,11.72,0.11571537
F,16/11/2017,10:00:00,bright,2bright,68-64-62,0,3,11.75,0.045592225
H,11/06/2017,14:00:00,dark,2bright,60-56-54,1,2,11.75,0.061387824
C,30/10/2017,11:30:00,bright,1dark,55-55-55,1,0,11.81,0.098101105
R,11/08/2017,14:00:00,dark,1dark,45-46-46,0,3,11.91,0.030932475
O,11/06/2017,14:00:00,bright,2bright,85-75-75,1,1,11.94,0.217397242
O,25/10/2017,11:00:00,dark,2bright,60-56-54,0,3,11.96,0.061387824
D,11/06/2017,15:00:00,bright,2bright,85-75-75,1,0,11.97,0.217397242
F,15/11/2017,15:00:00,dark,2bright,63-58-55,0,3,12,0.039449742
I,13/11/2017,15:00:00,dark,1dark,45-45-45,1,0,12.06,0.07566594
D,20/10/2017,10:00:00,bright,2bright,85-75-75,1,0,12.06,0.217397242
T,20/10/2017,13:00:00,bright,1dark,85-75-75,0,3,12.12,0.36590405
B,23/10/2017,12:00:00,dark,2bright,60-56-54,1,0,12.16,0.061387824
E,27/10/2017,10:00:00,bright,2bright,70-66-64,1,1,12.16,0.099135488
C,20/10/2017,13:00:00,dark,1dark,40-40-40,1,0,12.18,0.125392552
R,11/07/2017,14:00:00,dark,1dark,45-45-45,1,1,12.22,0.07566594
M,11/10/2017,10:00:00,bright,2bright,66-62-60,0,3,12.28,0.021014427
H,11/10/2017,10:00:00,bright,2bright,68-64-62,1,1,12.28,0.045592225
M,13/11/2017,15:00:00,bright,2bright,70-66-64,1,0,12.28,0.099135488
B,23/10/2017,12:00:00,bright,2bright,85-75-75,1,0,12.28,0.217397242
E,25/10/2017,11:00:00,bright,2bright,plain,1,2,12.28,0.419240736
G,11/06/2017,15:00:00,bright,1dark,51-51-51,0,3,12.47,0.014302192
T,11/02/2017,15:00:00,dark,1dark,45-46-46,0,3,12.75,0.030932475
C,11/10/2017,10:00:00,bright,1dark,53-53-53,1,0,12.78,0.058437472
H,20/10/2017,10:00:00,bright,2bright,66-62-60,0,3,12.97,0.021014427
C,20/10/2017,10:00:00,dark,1dark,40-40-40,1,0,13,0.125392552
J,11/07/2017,14:00:00,dark,1dark,45-45-45,1,0,13.03,0.07566594
G,13/11/2017,14:00:00,bright,1dark,53-53-53,1,0,13.06,0.058437472
M,20/10/2017,10:00:00,bright,2bright,70-66-64,1,0,13.1,0.099135488
T,14/11/2017,14:00:00,bright,1dark,63-58-55,1,0,13.1,0.119903714
T,11/06/2017,14:00:00,dark,1dark,47-47-48,0,3,13.12,0.022288655
O,13/11/2017,15:00:00,bright,2bright,70-66-64,0,3,13.22,0.099135488
J,13/11/2017,15:00:00,bright,1dark,51-51-51,0,3,13.41,0.014302192
M,11/03/2017,15:00:00,bright,2bright,66-62-60,0,3,13.5,0.021014427
O,11/08/2017,14:00:00,bright,2bright,68-64-62,0,3,13.53,0.045592225
F,16/11/2017,10:00:00,dark,2bright,60-56-54,1,0,13.66,0.061387824
F,13/11/2017,14:00:00,bright,2bright,68-64-62,0,3,13.75,0.045592225
S,11/08/2017,14:00:00,dark,2bright,50-50-50,1,0,13.84,0.146998711
T,13/11/2017,15:00:00,bright,1dark,53-53-53,0,3,13.91,0.058437472
M,11/03/2017,15:00:00,bright,2bright,68-64-62,0,3,13.94,0.045592225
M,30/10/2017,11:30:00,dark,2bright,58-54-52,1,0,13.97,0.11571537
M,11/02/2017,15:00:00,dark,2bright,30-30-30,1,0,14,0.369359853
M,11/08/2017,14:00:00,dark,2bright,63-58-55,0,3,14.03,0.039449742
T,11/10/2017,10:00:00,bright,1dark,85-75-75,1,0,14.03,0.36590405
T,20/10/2017,13:00:00,dark,1dark,45-46-46,0,3,14.1,0.030932475
B,11/03/2017,15:00:00,bright,2bright,70-66-64,1,2,14.28,0.099135488
O,23/10/2017,11:00:00,bright,2bright,66-62-60,0,3,14.29,0.021014427
N,31/10/2017,16:00:00,bright,1dark,51-51-51,0,3,14.37,0.014302192
H,20/10/2017,13:00:00,bright,2bright,68-64-62,0,3,14.41,0.045592225
N,16/11/2017,10:00:00,bright,1dark,63-58-55,1,0,14.47,0.119903714
T,27/10/2017,10:00:00,bright,1dark,51-51-51,0,3,14.56,0.014302192
F,16/11/2017,10:00:00,bright,2bright,85-75-75,1,1,14.56,0.217397242
G,25/10/2017,13:00:00,bright,1dark,63-58-55,1,0,14.72,0.119903714
F,11/02/2017,14:00:00,bright,2bright,85-75-75,1,0,14.75,0.217397242
F,14/11/2017,14:00:00,dark,2bright,58-54-52,1,0,14.84,0.11571537
F,15/11/2017,15:00:00,dark,2bright,60-56-54,0,3,14.85,0.061387824
D,14/11/2017,14:00:00,dark,2bright,60-56-54,1,0,14.91,0.061387824
F,11/07/2017,15:00:00,bright,2bright,66-62-60,0,3,14.97,0.021014427
F,11/06/2017,15:00:00,bright,2bright,68-64-62,0,3,15.19,0.045592225
B,11/02/2017,14:00:00,dark,2bright,60-56-54,0,3,15.19,0.061387824
T,13/11/2017,15:00:00,dark,1dark,47-47-48,0,3,15.22,0.022288655
T,11/08/2017,14:00:00,dark,1dark,47-47-48,0,3,15.22,0.022288655
O,11/08/2017,14:00:00,dark,2bright,63-58-55,0,3,15.39,0.039449742
C,31/10/2017,15:00:00,bright,1dark,51-51-51,0,3,15.47,0.014302192
O,11/03/2017,15:00:00,bright,2bright,68-64-62,1,2,15.56,0.045592225
G,20/10/2017,13:00:00,bright,1dark,63-58-55,1,2,15.62,0.119903714
M,20/10/2017,13:00:00,dark,2bright,60-56-54,1,0,15.69,0.061387824
G,11/03/2017,14:00:00,bright,1dark,53-53-53,0,3,15.75,0.058437472
H,20/10/2017,13:00:00,bright,2bright,66-62-60,0,3,15.84,0.021014427
T,11/09/2017,15:00:00,dark,1dark,47-47-48,0,3,15.94,0.022288655
J,20/10/2017,13:00:00,bright,1dark,66-58-55,1,0,15.97,0.148335617
D,11/02/2017,14:00:00,bright,2bright,75-71-69,1,0,16.1,0.129079105
M,30/10/2017,11:30:00,dark,2bright,63-58-55,1,0,16.16,0.039449742
B,11/08/2017,14:00:00,bright,2bright,68-64-62,0,3,16.38,0.045592225
M,23/10/2017,11:00:00,bright,2bright,68-64-62,0,3,16.41,0.045592225
G,11/03/2017,14:00:00,bright,1dark,51-51-51,0,3,16.62,0.014302192
O,30/10/2017,11:30:00,dark,2bright,63-58-55,0,3,16.66,0.039449742
B,25/10/2017,11:00:00,dark,2bright,48-48-48,1,1,16.72,0.197223484
G,20/10/2017,13:00:00,bright,1dark,55-55-55,0,3,16.78,0.098101105
T,11/10/2017,10:00:00,dark,1dark,45-46-46,0,3,16.94,0.030932475
B,11/09/2017,14:00:00,bright,2bright,70-66-64,0,3,16.96,0.099135488
S,11/06/2017,14:00:00,dark,2bright,60-56-54,1,0,17.03,0.061387824
J,11/09/2017,14:00:00,dark,1dark,47-47-48,0,3,17.06,0.022288655
T,11/09/2017,15:00:00,dark,1dark,36-36-36,1,0,17.12,0.162338153
B,13/11/2017,15:00:00,bright,2bright,75-71-69,1,0,17.5,0.129079105
G,11/02/2017,14:00:00,dark,1dark,45-46-46,1,0,17.53,0.030932475
M,20/10/2017,13:00:00,dark,2bright,63-58-55,0,3,17.53,0.039449742
B,11/07/2017,15:00:00,dark,2bright,58-54-52,0,3,17.81,0.11571537
E,30/10/2017,11:30:00,dark,2bright,63-58-55,0,3,17.97,0.039449742
O,11/06/2017,14:00:00,bright,2bright,68-64-62,1,1,18.03,0.045592225
E,11/10/2017,10:00:00,bright,2bright,70-66-64,0,3,18.04,0.099135488
B,27/10/2017,10:00:00,dark,2bright,58-54-52,1,1,18.09,0.11571537
O,30/10/2017,11:30:00,dark,2bright,60-56-54,0,3,18.28,0.061387824
R,11/10/2017,10:00:00,bright,1dark,53-53-53,1,2,18.35,0.058437472
E,11/06/2017,14:00:00,bright,2bright,68-64-62,1,0,18.41,0.045592225
I,25/10/2017,13:00:00,dark,1dark,45-45-45,0,3,18.47,0.07566594
O,11/01/2017,14:00:00,dark,2bright,63-58-55,0,3,18.69,0.039449742
M,11/02/2017,15:00:00,dark,2bright,63-58-55,0,3,18.72,0.039449742
F,16/11/2017,10:00:00,bright,2bright,66-62-60,0,3,19,0.021014427
C,23/10/2017,12:00:00,bright,1dark,55-55-55,1,0,19,0.098101105
B,11/06/2017,15:00:00,bright,2bright,85-75-75,1,2,19.09,0.217397242
O,27/10/2017,10:00:00,dark,2bright,60-56-54,0,3,19.18,0.061387824
T,11/06/2017,14:00:00,bright,1dark,51-51-51,0,3,19.23,0.014302192
M,11/08/2017,14:00:00,dark,2bright,58-54-52,0,3,19.34,0.11571537
F,11/10/2017,10:00:00,bright,2bright,66-62-60,0,3,19.44,0.021014427
G,11/08/2017,15:00:00,bright,1dark,53-53-53,0,3,19.62,0.058437472
I,24/10/2017,10:00:00,dark,1dark,36-36-36,1,0,19.7,0.162338153
I,24/10/2017,10:00:00,bright,1dark,53-53-53,0,3,20,0.058437472
B,24/10/2017,10:00:00,dark,2bright,60-56-54,0,3,20,0.061387824
G,24/10/2017,10:00:00,dark,1dark,40-40-40,1,2,20,0.125392552
N,11/06/2017,14:00:00,dark,1dark,47-47-48,0,3,20.03,0.022288655
M,11/10/2017,10:00:00,bright,2bright,68-64-62,0,3,20.03,0.045592225
F,11/09/2017,15:00:00,bright,2bright,plain,1,2,20.03,0.419240736
M,27/10/2017,10:00:00,bright,2bright,68-64-62,0,3,20.06,0.045592225
O,11/07/2017,13:00:00,bright,2bright,66-62-60,0,3,20.09,0.021014427
O,10/11/2017,10:00:00,bright,2bright,68-64-62,0,3,20.15,0.045592225
O,11/10/2017,10:00:00,bright,2bright,68-64-62,0,3,20.15,0.045592225
N,11/01/2017,14:00:00,bright,1dark,51-51-51,0,3,20.37,0.014302192
N,11/06/2017,14:00:00,bright,1dark,53-53-53,0,3,20.59,0.058437472
F,11/07/2017,15:00:00,dark,2bright,58-54-52,0,3,20.6,0.11571537
B,11/03/2017,15:00:00,bright,2bright,68-64-62,0,3,20.63,0.045592225
J,20/10/2017,13:00:00,dark,1dark,47-47-48,0,3,20.88,0.022288655
N,11/08/2017,14:00:00,dark,1dark,45-46-46,0,3,21.13,0.030932475
E,13/11/2017,15:00:00,bright,2bright,75-71-69,1,0,21.13,0.129079105
B,20/10/2017,10:00:00,bright,2bright,66-62-60,0,3,21.35,0.021014427
B,25/10/2017,11:00:00,dark,2bright,60-56-54,0,3,21.37,0.061387824
H,11/06/2017,14:00:00,dark,2bright,63-58-55,0,3,21.41,0.039449742
R,11/10/2017,10:00:00,dark,1dark,45-46-46,0,3,21.53,0.030932475
T,11/08/2017,14:00:00,dark,1dark,45-46-46,1,1,21.65,0.030932475
H,30/10/2017,11:30:00,dark,2bright,63-58-55,0,3,21.69,0.039449742
S,11/02/2017,15:00:00,bright,2bright,85-75-75,1,0,21.73,0.217397242
B,11/03/2017,15:00:00,dark,2bright,58-54-52,1,0,21.78,0.11571537
F,11/02/2017,14:00:00,dark,2bright,63-58-55,0,3,21.97,0.039449742
O,11/09/2017,15:00:00,bright,2bright,70-66-64,0,3,21.97,0.099135488
M,13/11/2017,15:00:00,bright,2bright,68-64-62,0,3,22.06,0.045592225
C,27/10/2017,10:00:00,bright,1dark,63-58-55,1,0,22.1,0.119903714
T,11/02/2017,15:00:00,dark,1dark,47-47-48,0,3,22.12,0.022288655
O,11/06/2017,14:00:00,dark,2bright,63-58-55,0,3,22.5,0.039449742
O,25/10/2017,11:00:00,bright,2bright,70-66-64,0,3,22.82,0.099135488
D,11/08/2017,14:00:00,dark,2bright,58-54-52,1,0,22.97,0.11571537
M,31/10/2017,16:00:00,dark,2bright,63-58-55,0,3,23.03,0.039449742
G,30/10/2017,11:30:00,bright,1dark,55-55-55,0,3,23.03,0.098101105
N,11/08/2017,14:00:00,dark,1dark,47-47-48,0,3,23.09,0.022288655
J,13/11/2017,15:00:00,bright,1dark,53-53-53,0,3,23.12,0.058437472
B,11/01/2017,15:00:00,dark,2bright,58-54-52,0,3,23.19,0.11571537
N,31/10/2017,16:00:00,dark,1dark,45-46-46,0,3,23.22,0.030932475
M,11/02/2017,15:00:00,dark,2bright,60-56-54,1,2,23.37,0.061387824
E,20/10/2017,10:00:00,bright,2bright,66-62-60,0,3,23.38,0.021014427
T,25/10/2017,13:00:00,dark,1dark,40-40-40,0,3,23.38,0.125392552
B,11/06/2017,15:00:00,bright,2bright,68-64-62,0,3,23.52,0.045592225
M,11/09/2017,15:00:00,bright,2bright,66-62-60,0,3,23.54,0.021014427
T,11/06/2017,14:00:00,bright,1dark,66-58-55,1,2,23.54,0.148335617
I,27/10/2017,10:00:00,dark,1dark,45-46-46,0,3,23.6,0.030932475
B,13/11/2017,15:00:00,bright,2bright,68-64-62,0,3,23.69,0.045592225
N,15/11/2017,15:00:00,dark,1dark,40-40-40,1,0,23.75,0.125392552
O,27/10/2017,10:00:00,bright,2bright,68-64-62,0,3,23.91,0.045592225
G,20/10/2017,13:00:00,dark,1dark,47-47-48,0,3,24.07,0.022288655
O,13/11/2017,15:00:00,bright,2bright,68-64-62,0,3,24.07,0.045592225
F,11/03/2017,14:00:00,bright,2bright,66-62-60,0,3,24.25,0.021014427
N,11/01/2017,14:00:00,dark,1dark,47-47-48,0,3,24.31,0.022288655
N,11/10/2017,10:00:00,dark,1dark,45-46-46,1,0,24.41,0.030932475
I,11/08/2017,14:00:00,bright,1dark,53-53-53,1,0,24.44,0.058437472
B,11/03/2017,15:00:00,bright,2bright,66-62-60,0,3,24.56,0.021014427
I,25/10/2017,13:00:00,bright,1dark,53-53-53,0,3,24.78,0.058437472
R,11/02/2017,15:00:00,dark,1dark,45-45-45,1,0,24.91,0.07566594
I,31/10/2017,15:00:00,dark,1dark,45-45-45,1,1,24.94,0.07566594
H,30/10/2017,11:30:00,dark,2bright,60-56-54,0,3,24.96,0.061387824
O,23/10/2017,11:00:00,bright,2bright,68-64-62,0,3,24.97,0.045592225
D,20/10/2017,13:00:00,bright,2bright,68-64-62,0,3,25.22,0.045592225
R,11/07/2017,14:00:00,dark,1dark,45-46-46,0,3,25.28,0.030932475
J,11/09/2017,14:00:00,dark,1dark,45-46-46,0,3,25.34,0.030932475
N,11/02/2017,15:00:00,dark,1dark,45-45-45,1,0,25.38,0.07566594
E,11/03/2017,15:00:00,bright,2bright,66-62-60,0,3,25.66,0.021014427
B,13/11/2017,15:00:00,bright,2bright,66-62-60,0,3,25.78,0.021014427
J,13/11/2017,15:00:00,dark,1dark,47-47-48,0,3,25.9,0.022288655
