Ant	Angle	lenA	lenB	frame	minimo	massimo	sommatot	somma1	somma2	somma3	somma4	somma5	somma6	somma7	somma8
Aree: 45 45 45 45 45 45 45 45 
10409	0	10	6	0	926	64250	1.76189e+06	371248	218008	154539	178718	141198	122695	123769	168541	
10409	10	7	6	0	1016	29936	1.78435e+06	148271	153317	131872	306336	214019	224515	181841	131814	
10409	21	10	8	0	967	49499	1.97169e+06	187680	135962	124598	175307	309907	462506	100133	122979	
10409	-26	2	6	0	648	29137	1.2288e+06	91347	86014	92035	137210	144651	94805	230769	126773	
10409	3	3	5	0	1026	43819	1.96994e+06	162259	126915	216933	210071	149164	160837	231176	249604	
10449	-15	7	8	0	0	4295	284010	26970	23889	20963	45352	32463	32748	22961	26633	
10449	-27	11	8	0	0	4358	294085	27909	17869	22448	47588	13757	37103	32036	47043	
10450	25	11	9	0	1253	45900	1.90506e+06	172859	168507	300943	322786	141505	117523	177821	145744	
10478	-11	11	15	0	860	67515	1.16165e+06	113404	126348	97660	117418	128058	105567	149975	100661	
10478	20	12	1	0	847	56273	1.44771e+06	101453	121258	202712	194119	120777	168921	169742	135289	
10478	25	12	7	0	693	67377	1.27711e+06	104351	127830	188673	115963	112813	123271	145510	146515	
10478	26	0	2	0	799	62243	1.44154e+06	129539	209981	158119	164148	143018	179279	129032	82876	
10478	9	3	9	0	821	65696	1.45367e+06	176921	202813	153489	103502	123281	94692	130615	179751	
10523	23	10	9	0	750	46506	1.68092e+06	100592	117595	89441	127293	385766	217281	160283	183306	
10523	43	7	7	0	824	45599	2.47074e+06	195546	502767	303031	283914	163750	146656	213061	234894	
10523	-9	6	6	0	816	46977	1.88902e+06	164177	232788	311120	205808	124057	153679	151914	181151	
10566	-20	16	15	0	0	28872	73684	5081	346	7767	7791	9623	15960	10660	905	
10566	-39	12	13	0	0	29007	112241	8100	4612	5468	4870	4084	21500	22642	17061	
10609	-82	16	12	0	30	51150	670690	58046	35696	44504	136912	117637	66287	53631	45426	
10626	-14	10	6	0	0	12419	100901	11435	3576	13246	2321	7113	11300	18583	14899	
10626	-19	12	13	0	0	9148	229631	13748	19892	21972	9914	21640	19357	28462	58773	
10626	28	12	12	0	0	9279	179110	23453	22608	15913	19058	22998	11134	20598	9057	
10626	29	14	12	0	0	10471	108457	8753	8769	6764	16146	10494	13282	13648	12886	
10626	-49	11	6	0	0	12246	151884	20713	7661	18137	25224	25348	14854	7206	3214	
10626	-4	7	12	0	0	12415	92472	17120	3034	9119	11946	13202	7901	2893	11682	
10626	9	7	9	0	0	6619	263137	20242	16876	21455	21570	37249	28930	33989	27597	
10630	42	19	22	0	0	45085	371932	54447	21453	41475	55811	42214	40867	41209	14215	
10662	11	11	9	0	0	12128	130085	8312	4826	14741	2477	22450	15349	24223	15141	
10662	14	12	10	0	0	12162	263006	31025	26830	22757	25089	27754	27042	24412	18996	
10662	37	10	8	0	0	12212	186508	14619	9665	22585	20764	24458	28281	17416	16427	
10662	-41	14	10	0	0	21460	367892	68474	20939	32156	47765	23623	13666	39684	46591	
10662	-5	5	10	0	0	8393	420197	21445	58935	59706	47161	60610	21373	35456	31652	
10662	-6	7	8	0	0	12270	185631	22224	17802	24851	13908	15484	9246	21743	24686	
10662	-81	8	5	0	0	12293	216223	17726	30625	28398	31246	16482	13205	12402	21110	
10666	-29	3	5	0	848	48875	2.06507e+06	227501	124648	176570	270597	179647	177894	206367	226554	
10666	-41	10	9	0	331	66120	939616	93575	80161	73988	69777	90332	129004	111941	117810	
10675	8	19	19	0	0	22309	136766	14506	7270	12359	11933	17879	24179	7885	17504	
10697	119	7	9	0	10	53671	744799	62245	37631	55915	151727	148347	73763	52652	42696	
10698	13	18	19	0	0	5530	360692	41283	35488	79106	47880	37541	29479	14067	16031	
10698	15	12	13	0	0	4364	178228	31939	19681	10771	26348	12494	9892	16157	21538	
10698	-15	18	14	0	60	5636	618903	65521	64071	54378	93526	51412	38747	51103	73107	
10698	-15	7	14	0	0	28814	223727	35365	51962	23272	23271	9750	11736	18129	13518	
10698	17	14	14	0	0	5537	296075	40579	22405	49682	32620	20268	23030	24895	37309	
10698	-18	18	15	0	0	28634	332136	44051	29018	81949	27564	14371	6579	31305	34299	
10698	19	19	16	0	0	3500	221455	26272	10808	238	19485	34880	33864	24443	22745	
10698	-21	18	15	0	0	5632	200074	10130	4653	36023	23808	22121	23899	22786	23794	
10698	21	9	13	0	0	4914	203827	30772	15756	11732	10972	21446	16731	26592	29136	
10698	22	14	11	0	0	4240	174522	10213	8805	25073	24020	20890	24204	21603	13421	
10698	30	16	16	0	0	4361	258231	25252	18188	24963	14112	40142	22929	33464	34322	
10698	32	18	13	0	0	4193	229973	36554	16667	10975	9805	30387	44145	13626	25149	
10698	-34	18	17	0	0	5448	262546	22863	28710	33683	25553	17993	22418	41225	20273	
10698	-38	18	13	0	91	5581	359229	41674	39624	27511	33530	40901	32250	35764	41608	
