"k_estimate","k_lower_95","k_upper_95","AIC_k","AIC_k_95","AIC_0","AIC_1","Estimate","Std. Error","z value","Pr(>|z|)","R2","model","filename","n_pairs"
8.286,4.2998,14.8366,295.2807,297.2807,316.752,308.9047,93.1751451415791,16.9174433410622,5.50763748771798,3.63681351987239e-08,0.189509625909916,"binomial","langen1999",16
