"k_estimate","k_lower_95","k_upper_95","AIC_k","AIC_k_95","AIC_0","AIC_1","Estimate","Std. Error","z value","Pr(>|z|)","R2","model","filename","n_pairs"
1.2803,1.1396,1.4214,442.6789,444.6789,546.7241,450.4595,4.58192779690988,0.341574985854093,13.4141198467826,4.99831912794389e-41,0.965784082531176,"binomial","schwarz2001",65
