"k_estimate","k_lower_95","k_upper_95","AIC_k","AIC_k_95","AIC_0","AIC_1","Estimate","Std. Error","z value","Pr(>|z|)","R2","model","filename","n_pairs"
5.8421,0.7734,10.9257,489.1768,491.1768,491.7789,491.0122,-330052879404.781,86524014995.8959,-3.81458118211963,0.000136414088102673,0.295658139686255,"binomial","vonderemde1994",42
