"k_estimate","k_lower_95","k_upper_95","AIC_k","AIC_k_95","AIC_0","AIC_1","Estimate","Std. Error","t value","Pr(>|t|)","R2","model","filename","n_pairs"
0.0843,-1.9512,5.695,7.6123,9.6123,7.6138,7.7436,0.0102251048613021,0.00261880614916934,3.90449093169627,0.000168881941936626,0.132792526923277,"gaussian","thuenken2014",5
