"k_estimate","k_lower_95","k_upper_95","AIC_k","AIC_k_95","AIC_0","AIC_1","Estimate","Std. Error","z value","Pr(>|z|)","R2","model","filename","n_pairs"
-0.132,-0.48,0.2143,499.8098,501.8098,72.6487,73.0151,0.138849333021863,0.0716317274000913,1.93837756063503,0.0525771760325811,0.442970933321772,"binomial","luna2005",8
