"a","b","abs_diff","mean_ab","response"
38,30,8,34,0.889150943
35,30,5,32.5,0.716981132
32,30,2,31,0.589622642
28,30,2,29,0.613207547
25,30,5,27.5,0.766509434
22,30,8,26,0.856132075
38,30,8,34,0.902893817
35,30,5,32.5,0.756673504
32,30,2,31,0.56799291
28,30,2,29,0.658430949
25,30,5,27.5,0.799934248
22,30,8,26,0.910784097
