"a","b","abs_diff","mean_ab","response"
3909.316008,2999.450162,909.865846,3302.73877733333,1
2526.067055,3342.297635,816.23058,3070.220775,0
2287.285241,4284.59022,1997.304979,3618.82189366667,0
3397.678242,3044.795422,352.88282,3133.016127,0
3379.947761,2239.643987,1140.303774,2619.745245,1
1760.381836,1909.425017,149.043181,1859.74395666667,0
2481.217282,2324.047776,157.169506,2363.3401525,0
1308.742301,1419.138131,110.39583,1382.339521,0
3195.190323,3594.585912,399.395589,3494.73701475,0
1977.622799,2912.093044,934.470245,2678.47548275,1
3469.265653,3376.249832,93.015821,3407.25510566667,0
3777.008768,2817.96336,959.045408,3137.64516266667,0
1678.009209,2341.791356,663.782147,2120.53064033333,1
1706.156061,1930.557146,224.401085,1855.75678433333,0
2107.782208,2425.999943,318.217735,2319.92736466667,0
2698.34954,3217.725036,519.375496,3044.59987066667,0
2655.376312,2221.44635,433.929962,2438.411331,0
3045.557864,4129.022166,1083.464302,3767.86739866667,0
3661.57455,2913.962919,747.611631,3163.166796,0
2248.261965,1680.134589,568.127376,1822.166433,1
1730.727598,2023.065183,292.337585,1925.61932133333,0
2005.343026,2350.999671,345.656645,2235.78078933333,0
1427.220761,2070.6545,643.433739,1856.176587,0
1427.451135,3185.607188,1758.156053,2599.55517033333,0
2936.73736,3073.200178,136.462818,3027.712572,0
2653.169291,2339.210949,313.958342,2443.86372966667,0
2858.137821,1649.882226,1208.255595,2052.634091,1
2607.218278,2944.172354,336.954076,2831.85432866667,0
2714.469846,3592.628731,878.158885,3299.90910266667,0
3731.988088,2451.937739,1280.050349,2878.62118866667,0
2272.681193,1951.150329,321.530864,2058.32728366667,0
2494.106684,3505.587179,1011.480495,3168.427014,0
1771.11637,1359.867079,411.249291,1496.950176,0
2858.787407,3233.465418,374.678011,3108.57274766667,0
1421.875829,1844.636026,422.760197,1633.2559275,0
1288.318846,1681.577285,393.258439,1550.49113866667,0
2769.349763,2398.021825,371.327938,2490.8538095,0
2402.55168,2655.96641,253.41473,2571.49483333333,0
1415.343262,1832.548175,417.204913,1728.24694675,0
1702.175675,2902.957115,1200.78144,2602.761755,1
1979.834494,2040.988775,61.1542810000001,2020.60401466667,0
1649.206853,1911.322545,262.115692,1823.95064766667,0
1555.728071,1805.850497,250.122426,1743.3198905,0
1628.894025,1806.59161,177.697585,1717.7428175,0
4626.580689,3207.842852,1418.737837,3680.75546433333,0
1437.142791,1795.784619,358.641828,1676.237343,0
1638.581978,2649.511219,1010.929241,2396.77890875,0
2528.326395,2907.611747,379.285352,2781.18329633333,0
2034.215815,1619.098321,415.117494,1757.470819,0
3347.437189,3344.199518,3.23767100000032,3345.27874166667,0
3854.620914,2576.733081,1277.887833,3002.695692,0
3032.918971,3180.55948,147.640509,3131.345977,1
2106.933753,2631.734001,524.800248,2500.533939,0
2559.05728,4604.885211,2045.827931,4093.42822825,0
3838.591573,3347.155896,491.435677,3510.96778833333,0
4808.542969,3217.371823,1591.171146,3615.1646095,1
1691.535814,1893.173252,201.637438,1825.96077266667,0
3569.369092,2316.905977,1252.463115,2630.02175575,1
1868.050413,2444.291959,576.241546,2252.21144366667,0
2266.917437,3116.355074,849.437637,2833.209195,1
2671.223657,3074.022571,402.798914,2973.3228425,0
2148.762962,2720.104856,571.341894,2577.2693825,0
1896.797983,3743.450181,1846.652198,3127.89944833333,0
3103.053508,2528.973939,574.079569,2720.33379533333,0
2191.963155,1975.921035,216.04212,2047.935075,0
1409.322225,1334.562756,74.7594689999999,1353.25262325,0
1959.030831,3057.0185,1097.987669,2691.02261033333,0
2750.977554,2165.57747,585.400084,2311.927491,0
1689.355336,1445.291337,244.063999,1526.64600333333,0
2983.730187,5404.285429,2420.555242,4799.1466185,0
3089.129271,3973.818969,884.689698,3678.922403,1
1515.697151,1582.639201,66.9420499999999,1560.32518433333,0
1423.832623,1312.254511,111.578112,1340.149039,0
2647.509449,2236.32514,411.184309,2373.38657633333,0
1593.395999,4942.136083,3348.740084,3267.766041,1
3135.687631,2706.901736,428.785895,2921.2946835,0
1741.470616,1555.97182,185.498796,1602.346519,0
2988.910499,2899.653112,89.2573870000001,2929.40557433333,0
2335.037635,2323.936222,11.1014130000003,2327.636693,0
1755.744476,1701.761144,53.983332,1715.256977,0
2950.121894,3068.995274,118.87338,3029.370814,0
3274.534099,3229.707212,44.8268870000002,3244.64950766667,1
1584.795426,2419.084825,834.289399,2140.98835866667,0
3198.466854,3165.0749,33.3919539999997,3176.20555133333,1
3045.890183,2879.496988,166.393195,2921.09528675,0
2595.880833,2808.394111,212.513278,2755.2657915,0
2924.374206,3331.258279,406.884073,3229.53726075,1
3229.084359,3903.471599,674.38724,3734.874789,0
4293.015405,4592.33802,299.322615,4517.50736625,0
1941.554507,2237.37943,295.824923,2138.77112233333,0
3964.130988,3821.17577,142.955218,3856.9145745,0
2093.538763,2674.984346,581.445583,2481.16915166667,1
3081.390509,4129.590748,1048.200239,3780.19066833333,0
2789.271244,3003.943331,214.672087,2932.38596866667,0
3193.605595,2039.334304,1154.271291,2424.091401,0
2647.872267,3729.907354,1082.035087,3459.39858225,0
1781.427282,2535.485585,754.058303,2284.13281733333,0
3559.149257,3713.874828,154.725571,3662.29963766667,0
3060.098048,2409.813755,650.284293,2572.38482825,0
2434.607083,2193.341169,241.265914,2273.76314033333,0
1729.52408,1213.641345,515.882735,1385.60225666667,0
2183.088241,1935.198348,247.889893,1997.17082125,0
1323.597714,1544.063121,220.465407,1488.94676925,0
3500.103533,3304.699056,195.404477,3369.83388166667,0
