"a","b","abs_diff","mean_ab","response"
1054,363,691,708.5,0.98627316403569
1054,363,691,708.5,1
1054,363,691,708.5,1
1054,363,691,708.5,0.426926483613818
1054,363,691,708.5,1
1054,363,691,708.5,0.401888772298006
1054,363,691,708.5,0.935165609584214
1054,363,691,708.5,0.0696821515892421
1054,363,691,708.5,1
1054,363,691,708.5,0.983431952662722
1054,363,691,708.5,0.527381845461365
1054,363,691,708.5,0.773677736777368
1054,363,691,708.5,1
1054,363,691,708.5,0
1054,363,691,708.5,1
1054,363,691,708.5,0.792737430167598
1054,363,691,708.5,0.644396551724138
1054,363,691,708.5,0
1054,363,691,708.5,1
1054,363,691,708.5,1
1054,363,691,708.5,1
1054,363,691,708.5,0.936170212765957
1054,363,691,708.5,0
1054,363,691,708.5,0.725806451612903
1054,363,691,708.5,0.893203883495146
1054,363,691,708.5,0.729281767955801
1054,363,691,708.5,0.453841187863138
1054,363,691,708.5,0.69980879541109
1054,363,691,708.5,0.587962962962963
1054,363,691,708.5,0.649056603773585
1054,363,691,708.5,0.656301145662848
1054,363,691,708.5,0.6193724420191
1054,363,691,708.5,0.66369710467706
1054,363,691,708.5,0.744115413819286
1054,363,691,708.5,1
1054,363,691,708.5,0.821752265861027
1054,363,691,708.5,0.899521531100478
1054,363,691,708.5,0.640726329442283
1054,363,691,708.5,0.282269503546099
1054,363,691,708.5,0.549171270718232
1054,363,691,708.5,0.708053691275168
1054,363,691,708.5,0.353803849679193
1054,363,691,708.5,0.162835249042146
1054,363,691,708.5,0.387021110242377
692,363,329,527.5,0.912871287128713
692,363,329,527.5,1
692,363,329,527.5,0.69835035349568
692,363,329,527.5,0.697260273972603
692,363,329,527.5,0.66729205753596
692,363,329,527.5,0.429441624365482
692,363,329,527.5,0.731958762886598
692,363,329,527.5,0.870284579748511
692,363,329,527.5,1
692,363,329,527.5,0.389792899408284
692,363,329,527.5,0.548117154811716
692,363,329,527.5,0.930994824611846
692,363,329,527.5,0.979646017699115
692,363,329,527.5,1
692,363,329,527.5,0
