"a","b","abs_diff","mean_ab","response","N"
10,20,10,15,0.929411764745055,3
20,40,20,30,0.896225284648929,3
40,80,40,60,1,3
80,160,80,120,0.810810810836231,3
160,320,160,240,0.532467532421117,3
320,640,320,480,0.767123287616119,3
