"a","b","abs_diff","mean_ab","response","N"
30,60,30,45,0.509803921568627,51
30,10,20,20,0.686868686868687,99
30,15,15,22.5,0.65,100
30,20,10,25,0.69,100
30,25,5,27.5,0.652892561983471,121
30,27,3,28.5,0.692857142857143,140
30,28,2,29,0.684615384615385,130
30,29,1,29.5,0.685714285714286,140
30,31,1,30.5,0.638888888888889,144
30,32,2,31,0.662337662337662,154
30,33,3,31.5,0.641791044776119,134
30,35,5,32.5,0.675675675675676,111
30,40,10,35,0.647619047619048,105
30,50,20,40,0.638095238095238,105
30,60,30,45,0.657142857142857,105
30,10,20,20,0.728476821192053,151
30,15,15,22.5,0.72258064516129,155
30,20,10,25,0.735849056603774,159
30,25,5,27.5,0.765714285714286,175
30,27,3,28.5,0.737327188940092,217
30,28,2,29,0.691304347826087,230
30,29,1,29.5,0.757936507936508,252
30,31,1,30.5,0.666666666666667,252
30,32,2,31,0.769230769230769,195
30,33,3,31.5,0.684491978609626,187
30,35,5,32.5,0.674033149171271,181
30,40,10,35,0.733766233766234,154
30,50,20,40,0.733766233766234,154
30,60,30,45,0.736842105263158,152
30,10,20,20,0.625,80
30,15,15,22.5,0.555555555555556,90
30,20,10,25,0.611764705882353,85
30,25,5,27.5,0.606060606060606,99
30,27,3,28.5,0.512605042016807,119
30,28,2,29,0.613445378151261,119
30,29,1,29.5,0.531034482758621,145
30,31,1,30.5,0.542483660130719,153
30,32,2,31,0.555555555555556,126
30,33,3,31.5,0.571428571428571,126
30,35,5,32.5,0.580952380952381,105
30,40,10,35,0.556818181818182,88
30,50,20,40,0.550561797752809,89
30,60,30,45,0.597560975609756,82
30,10,20,20,0.760869565217391,92
30,15,15,22.5,0.781609195402299,87
30,20,10,25,0.715789473684211,95
30,25,5,27.5,0.752293577981651,109
30,27,3,28.5,0.73134328358209,134
30,28,2,29,0.757142857142857,140
30,29,1,29.5,0.710691823899371,159
30,31,1,30.5,0.741496598639456,147
30,32,2,31,0.725806451612903,124
30,33,3,31.5,0.650406504065041,123
30,35,5,32.5,0.697247706422018,109
30,40,10,35,0.726315789473684,95
30,50,20,40,0.779069767441861,86
30,60,30,45,0.724489795918367,98
30,10,20,20,0.65625,128
30,15,15,22.5,0.692913385826772,127
30,20,10,25,0.643939393939394,132
30,25,5,27.5,0.645390070921986,141
30,27,3,28.5,0.640522875816993,153
30,28,2,29,0.672131147540984,183
30,29,1,29.5,0.63302752293578,218
30,31,1,30.5,0.652719665271967,239
30,32,2,31,0.678947368421053,190
30,33,3,31.5,0.609625668449198,187
30,35,5,32.5,0.664429530201342,149
30,40,10,35,0.661538461538462,130
30,50,20,40,0.69672131147541,122
30,60,30,45,0.699186991869919,123
30,10,20,20,0.666666666666667,108
30,15,15,22.5,0.695238095238095,105
30,20,10,25,0.653846153846154,104
30,25,5,27.5,0.704,125
30,27,3,28.5,0.671641791044776,134
30,28,2,29,0.644578313253012,166
30,29,1,29.5,0.617834394904459,157
30,31,1,30.5,0.565,200
30,32,2,31,0.639751552795031,161
30,33,3,31.5,0.679245283018868,159
30,35,5,32.5,0.700854700854701,117
30,40,10,35,0.654867256637168,113
30,50,20,40,0.660550458715596,109
30,60,30,45,0.689320388349515,103
30,10,20,20,0.492063492063492,63
30,15,15,22.5,0.4,75
30,20,10,25,0.507692307692308,65
30,25,5,27.5,0.40506329113924,79
30,27,3,28.5,0.592105263157895,76
30,28,2,29,0.478723404255319,94
30,29,1,29.5,0.52991452991453,117
30,31,1,30.5,0.494736842105263,95
30,32,2,31,0.532608695652174,92
30,33,3,31.5,0.388888888888889,90
30,35,5,32.5,0.424657534246575,73
30,40,10,35,0.53125,64
30,50,20,40,0.516666666666667,60
30,60,30,45,0.524590163934426,61
