ID,Leading_spkr,Leading,Lagging,AbsDiff,PercDiff,Choice,Response,Trial_order
Hch-151-19,1,30,45,15,50,Lead,Y,11
Hch-152-19,1,30,45,15,50,Lag,Y,12
Hch-153-19,1,30,45,15,50,Lag,Y,1
Hch-155-19,1,30,45,15,50,Lag,Y,6
Hch-156-19,1,30,45,15,50,Lag,Y,3
Hch-157-19,1,30,45,15,50,Lag,Y,15
Hch-176-19,2,30,45,15,50,Lag,Y,2
Hch-179-19,2,30,45,15,50,Lag,Y,2
Hch-180-19,2,30,45,15,50,Lag,Y,6
Hch-181-19,2,30,45,15,50,Lead,Y,7
Hch-203-19,1,30,45,15,50,Lead,Y,13
Hch-204-19,1,30,45,15,50,Lag,Y,5
Hch-205-19,1,30,45,15,50,Lag,Y,13
Hch-206-19,1,30,45,15,50,Lag,Y,12
Hch-207-19,1,30,45,15,50,Lead,Y,6
Hch-208-19,1,30,45,15,50,Lag,Y,2
Hch-246-19,2,30,45,15,50,Lag,Y,15
Hch-247-19,2,30,45,15,50,Lag,Y,13
Hch-249-19,2,30,45,15,50,Lag,Y,3
Hch-259-19,1,30,45,15,50,Lead,Y,5
Hch-278-19,1,30,45,15,50,Lag,Y,5
Hch-279-19,1,30,45,15,50,Lag,Y,15
Hch-280-19,1,30,45,15,50,Lag,Y,3
Hch-281-19,1,30,45,15,50,Lag,Y,14
Hch-282-19,1,30,45,15,50,Lag,Y,11
Hch-284-19,1,30,45,15,50,Lag,Y,6
Hch-314-19,2,30,45,15,50,Lead,Y,2
Hch-315-19,2,30,45,15,50,Lag,Y,7
Hch-317-19,2,30,45,15,50,Lag,Y,10
Hch-318-19,2,30,45,15,50,Lag,Y,15
Hch-319-19,2,30,45,15,50,Lag,Y,11
Hch-320-19,2,30,45,15,50,Lag,Y,11
Hch-348-19,2,30,45,15,50,Lag,Y,2
Hch-349-19,2,30,45,15,50,Lag,Y,6
Hch-350-19,2,30,45,15,50,Lag,Y,2
Hch-351-19,2,30,45,15,50,Lag,Y,13
Hch-352-19,2,30,45,15,50,Lag,Y,6
Hch-353-19,2,30,45,15,50,Lag,Y,3
Hch-360-19,2,30,45,15,50,Lag,Y,3
Hch-364-19,2,30,45,15,50,Lag,Y,6
Hch-083-19,1,40,44,4,10,Lag,Y,2
Hch-085-19,1,40,44,4,10,Lag,Y,5
Hch-087-19,1,40,44,4,10,Lag,Y,2
Hch-094-19,1,40,44,4,10,Lead,Y,9
Hch-096-19,1,40,44,4,10,Lead,Y,5
Hch-097-19,1,40,44,4,10,Lead,Y,14
Hch-098-19,1,40,44,4,10,Lag,Y,7
Hch-099-19,1,40,44,4,10,Lag,Y,6
Hch-100-19,1,40,44,4,10,Lag,Y,9
Hch-101-19,1,40,44,4,10,Lead,Y,5
Hch-127-19,2,40,44,4,10,Lead,Y,4
Hch-128-19,2,40,44,4,10,Lag,Y,8
Hch-130-19,2,40,44,4,10,Lag,Y,2
Hch-131-19,2,40,44,4,10,Lag,Y,12
Hch-132-19,2,40,44,4,10,Lag,Y,11
Hch-133-19,2,40,44,4,10,Lead,Y,7
Hch-134-19,2,40,44,4,10,Lag,Y,6
Hch-135-19,2,40,44,4,10,Lead,Y,14
Hch-149-19,1,40,44,4,10,Lag,Y,4
Hch-150-19,1,40,44,4,10,Lead,Y,15
Hch-151-19,1,40,44,4,10,Lead,Y,4
Hch-152-19,1,40,44,4,10,Lag,Y,7
Hch-153-19,1,40,44,4,10,Lag,Y,9
Hch-154-19,1,40,44,4,10,Lag,Y,1
Hch-155-19,1,40,44,4,10,Lag,Y,14
Hch-156-19,1,40,44,4,10,Lag,Y,11
Hch-157-19,1,40,44,4,10,Lag,Y,10
Hch-176-19,2,40,44,4,10,Lead,Y,8
Hch-179-19,2,40,44,4,10,Lead,Y,6
Hch-181-19,2,40,44,4,10,NA,N,1
Hch-203-19,1,40,44,4,10,Lead,Y,8
Hch-204-19,1,40,44,4,10,Lag,Y,10
Hch-205-19,1,40,44,4,10,Lead,Y,4
Hch-206-19,1,40,44,4,10,Lag,Y,7
Hch-208-19,1,40,44,4,10,Lead,Y,14
Hch-245-19,2,40,44,4,10,Lead,Y,5
Hch-246-19,2,40,44,4,10,Lag,Y,10
Hch-247-19,2,40,44,4,10,Lead,Y,9
Hch-248-19,2,40,44,4,10,Lead,Y,2
Hch-260-19,1,40,44,4,10,Lead,Y,4
Hch-261-19,1,40,44,4,10,Lead,Y,1
Hch-278-19,1,40,44,4,10,Lead,Y,8
Hch-279-19,1,40,44,4,10,Lag,Y,1
Hch-280-19,1,40,44,4,10,Lag,Y,6
Hch-281-19,1,40,44,4,10,Lead,Y,4
Hch-282-19,1,40,44,4,10,Lag,Y,10
Hch-284-19,1,40,44,4,10,Lag,Y,15
Hch-314-19,2,40,44,4,10,Lag,Y,10
Hch-315-19,2,40,44,4,10,Lag,Y,14
Hch-317-19,2,40,44,4,10,Lag,Y,15
Hch-318-19,2,40,44,4,10,Lag,Y,4
Hch-319-19,2,40,44,4,10,Lag,Y,6
Hch-320-19,2,40,44,4,10,Lead,Y,3
Hch-348-19,2,40,44,4,10,Lag,Y,10
Hch-349-19,2,40,44,4,10,Lag,Y,15
Hch-350-19,2,40,44,4,10,Lead,Y,6
Hch-351-19,2,40,44,4,10,Lag,Y,8
Hch-352-19,2,40,44,4,10,Lag,Y,1
Hch-353-19,2,40,44,4,10,Lead,Y,15
Hch-360-19,2,40,44,4,10,Lead,Y,9
Hch-364-19,2,40,44,4,10,Lag,Y,1
Hch-087-19,1,40,48,8,20,Lead,Y,6
Hch-094-19,1,40,48,8,20,Lead,Y,13
Hch-096-19,1,40,48,8,20,Lag,Y,10
Hch-097-19,1,40,48,8,20,Lag,Y,10
Hch-098-19,1,40,48,8,20,Lead,Y,15
Hch-099-19,1,40,48,8,20,Lead,Y,1
Hch-100-19,1,40,48,8,20,Lag,Y,4
Hch-101-19,1,40,48,8,20,Lag,Y,9
Hch-102-19,1,40,48,8,20,Lead,Y,3
Hch-127-19,2,40,48,8,20,Lead,Y,6
Hch-128-19,2,40,48,8,20,Lag,Y,2
Hch-130-19,2,40,48,8,20,Lag,Y,9
Hch-131-19,2,40,48,8,20,Lag,Y,10
Hch-132-19,2,40,48,8,20,Lag,Y,5
Hch-133-19,2,40,48,8,20,Lag,Y,5
Hch-134-19,2,40,48,8,20,Lead,Y,14
Hch-135-19,2,40,48,8,20,Lag,Y,10
Hch-149-19,1,40,48,8,20,Lag,Y,10
Hch-150-19,1,40,48,8,20,Lead,Y,10
Hch-151-19,1,40,48,8,20,Lead,Y,7
Hch-152-19,1,40,48,8,20,Lead,Y,5
Hch-153-19,1,40,48,8,20,Lead,Y,15
Hch-154-19,1,40,48,8,20,Lead,Y,7
Hch-155-19,1,40,48,8,20,Lag,Y,1
Hch-156-19,1,40,48,8,20,Lag,Y,9
Hch-157-19,1,40,48,8,20,Lag,Y,2
Hch-176-19,2,40,48,8,20,Lead,Y,13
Hch-177-19,2,40,48,8,20,Lag,Y,4
Hch-180-19,2,40,48,8,20,Lead,Y,5
Hch-182-19,2,40,48,8,20,Lead,Y,2
Hch-203-19,1,40,48,8,20,Lag,Y,1
Hch-204-19,1,40,48,8,20,Lead,Y,11
Hch-205-19,1,40,48,8,20,Lag,Y,7
Hch-206-19,1,40,48,8,20,Lag,Y,5
Hch-207-19,1,40,48,8,20,Lead,Y,1
Hch-208-19,1,40,48,8,20,Lag,Y,10
Hch-245-19,2,40,48,8,20,Lead,Y,7
Hch-246-19,2,40,48,8,20,Lead,Y,2
Hch-247-19,2,40,48,8,20,Lead,Y,2
Hch-248-19,2,40,48,8,20,Lag,Y,6
Hch-249-19,2,40,48,8,20,NA,N,9
Hch-259-19,1,40,48,8,20,Lag,Y,10
Hch-260-19,1,40,48,8,20,Lag,Y,6
Hch-261-19,1,40,48,8,20,Lead,Y,9
Hch-279-19,1,40,48,8,20,Lead,Y,7
Hch-281-19,1,40,48,8,20,Lead,Y,6
Hch-282-19,1,40,48,8,20,Lag,Y,4
Hch-284-19,1,40,48,8,20,Lag,Y,5
Hch-314-19,2,40,48,8,20,Lag,Y,15
Hch-315-19,2,40,48,8,20,Lead,Y,3
Hch-317-19,2,40,48,8,20,Lead,Y,2
Hch-318-19,2,40,48,8,20,Lag,Y,9
Hch-319-19,2,40,48,8,20,Lag,Y,5
Hch-320-19,2,40,48,8,20,Lead,Y,7
Hch-348-19,2,40,48,8,20,Lag,Y,11
Hch-349-19,2,40,48,8,20,Lag,Y,2
Hch-350-19,2,40,48,8,20,Lead,Y,15
Hch-351-19,2,40,48,8,20,Lag,Y,4
Hch-352-19,2,40,48,8,20,Lag,Y,14
Hch-353-19,2,40,48,8,20,Lag,Y,9
Hch-360-19,2,40,48,8,20,Lag,Y,11
Hch-364-19,2,40,48,8,20,Lead,Y,12
Hch-365-19,2,40,48,8,20,Lag,Y,5
Hch-085-19,1,40,60,20,50,Lag,Y,8
Hch-094-19,1,40,60,20,50,Lag,Y,5
Hch-096-19,1,40,60,20,50,Lag,Y,15
Hch-097-19,1,40,60,20,50,Lead,Y,2
Hch-098-19,1,40,60,20,50,Lag,Y,4
Hch-099-19,1,40,60,20,50,Lag,Y,14
Hch-100-19,1,40,60,20,50,Lag,Y,13
Hch-102-19,1,40,60,20,50,Lead,Y,8
Hch-103-19,1,40,60,20,50,Lag,Y,4
Hch-127-19,2,40,60,20,50,Lag,Y,14
Hch-128-19,2,40,60,20,50,Lag,Y,12
Hch-129-19,2,40,60,20,50,Lag,Y,2
Hch-130-19,2,40,60,20,50,Lead,Y,14
Hch-131-19,2,40,60,20,50,Lag,Y,5
Hch-132-19,2,40,60,20,50,Lag,Y,7
Hch-134-19,2,40,60,20,50,Lag,Y,5
Hch-135-19,2,40,60,20,50,Lag,Y,1
Hch-149-19,1,40,60,20,50,Lag,Y,12
Hch-150-19,1,40,60,20,50,Lag,Y,1
Hch-151-19,1,40,60,20,50,Lag,Y,12
Hch-152-19,1,40,60,20,50,Lag,Y,15
Hch-153-19,1,40,60,20,50,Lag,Y,4
Hch-155-19,1,40,60,20,50,Lead,Y,9
Hch-156-19,1,40,60,20,50,Lag,Y,5
Hch-157-19,1,40,60,20,50,Lag,Y,13
Hch-176-19,2,40,60,20,50,Lag,Y,4
Hch-179-19,2,40,60,20,50,Lag,Y,5
Hch-180-19,2,40,60,20,50,Lead,Y,9
Hch-181-19,2,40,60,20,50,Lead,Y,6
Hch-203-19,1,40,60,20,50,Lead,Y,11
Hch-204-19,1,40,60,20,50,Lag,Y,2
Hch-205-19,1,40,60,20,50,Lag,Y,14
Hch-206-19,1,40,60,20,50,Lag,Y,13
Hch-207-19,1,40,60,20,50,Lag,Y,9
Hch-208-19,1,40,60,20,50,Lead,Y,1
Hch-246-19,2,40,60,20,50,Lag,Y,13
Hch-247-19,2,40,60,20,50,Lead,Y,11
Hch-249-19,2,40,60,20,50,Lag,Y,1
Hch-259-19,1,40,60,20,50,Lag,Y,2
Hch-278-19,1,40,60,20,50,Lag,Y,2
Hch-279-19,1,40,60,20,50,Lead,Y,12
Hch-280-19,1,40,60,20,50,Lag,Y,4
Hch-281-19,1,40,60,20,50,Lead,Y,12
Hch-282-19,1,40,60,20,50,Lag,Y,12
Hch-284-19,1,40,60,20,50,Lag,Y,9
Hch-314-19,2,40,60,20,50,Lag,Y,5
Hch-315-19,2,40,60,20,50,Lag,Y,6
Hch-317-19,2,40,60,20,50,Lag,Y,7
Hch-318-19,2,40,60,20,50,Lag,Y,12
Hch-319-19,2,40,60,20,50,Lead,Y,15
Hch-320-19,2,40,60,20,50,Lead,Y,15
Hch-348-19,2,40,60,20,50,Lag,Y,5
Hch-349-19,2,40,60,20,50,Lag,Y,9
Hch-350-19,2,40,60,20,50,Lead,Y,1
Hch-351-19,2,40,60,20,50,Lag,Y,14
Hch-352-19,2,40,60,20,50,Lead,Y,9
Hch-353-19,2,40,60,20,50,Lag,Y,4
Hch-360-19,2,40,60,20,50,Lag,Y,1
Hch-364-19,2,40,60,20,50,Lead,Y,9
Hch-083-19,1,50,55,5,10,NA,N,5
Hch-085-19,1,50,55,5,10,Lead,Y,1
Hch-087-19,1,50,55,5,10,Lag,Y,5
Hch-094-19,1,50,55,5,10,Lag,Y,10
Hch-096-19,1,50,55,5,10,Lag,Y,4
Hch-097-19,1,50,55,5,10,Lead,Y,11
Hch-098-19,1,50,55,5,10,Lag,Y,10
Hch-099-19,1,50,55,5,10,Lag,Y,7
Hch-100-19,1,50,55,5,10,Lead,Y,7
Hch-101-19,1,50,55,5,10,Lead,Y,3
Hch-127-19,2,50,55,5,10,Lead,Y,5
Hch-128-19,2,50,55,5,10,Lag,Y,7
Hch-130-19,2,50,55,5,10,Lag,Y,1
Hch-131-19,2,50,55,5,10,NA,N,15
Hch-132-19,2,50,55,5,10,Lag,Y,15
Hch-133-19,2,50,55,5,10,Lead,Y,10
Hch-134-19,2,50,55,5,10,Lag,Y,9
Hch-135-19,2,50,55,5,10,Lead,Y,11
Hch-149-19,1,50,55,5,10,Lag,Y,2
Hch-150-19,1,50,55,5,10,Lead,Y,14
Hch-151-19,1,50,55,5,10,Lead,Y,1
Hch-152-19,1,50,55,5,10,Lag,Y,6
Hch-153-19,1,50,55,5,10,Lag,Y,10
Hch-154-19,1,50,55,5,10,Lag,Y,2
Hch-155-19,1,50,55,5,10,Lead,Y,13
Hch-156-19,1,50,55,5,10,Lag,Y,13
Hch-157-19,1,50,55,5,10,Lag,Y,7
Hch-176-19,2,50,55,5,10,Lag,Y,7
Hch-179-19,2,50,55,5,10,Lag,Y,7
Hch-181-19,2,50,55,5,10,Lead,Y,5
Hch-203-19,1,50,55,5,10,Lag,Y,9
Hch-204-19,1,50,55,5,10,Lag,Y,8
Hch-205-19,1,50,55,5,10,Lag,Y,5
Hch-206-19,1,50,55,5,10,Lag,Y,6
Hch-208-19,1,50,55,5,10,Lag,Y,11
Hch-245-19,2,50,55,5,10,Lag,Y,1
Hch-246-19,2,50,55,5,10,Lag,Y,7
Hch-247-19,2,50,55,5,10,Lead,Y,8
Hch-248-19,2,50,55,5,10,Lag,Y,5
Hch-260-19,1,50,55,5,10,Lead,Y,2
Hch-261-19,1,50,55,5,10,Lead,Y,5
Hch-278-19,1,50,55,5,10,Lag,Y,9
Hch-279-19,1,50,55,5,10,Lead,Y,2
Hch-280-19,1,50,55,5,10,Lead,Y,7
Hch-281-19,1,50,55,5,10,Lag,Y,2
Hch-282-19,1,50,55,5,10,Lag,Y,8
Hch-284-19,1,50,55,5,10,Lag,Y,14
Hch-314-19,2,50,55,5,10,NA,N,8
Hch-315-19,2,50,55,5,10,Lag,Y,11
Hch-317-19,2,50,55,5,10,Lag,Y,12
Hch-318-19,2,50,55,5,10,Lag,Y,5
Hch-319-19,2,50,55,5,10,Lead,Y,9
Hch-320-19,2,50,55,5,10,Lag,Y,4
Hch-348-19,2,50,55,5,10,Lag,Y,8
Hch-349-19,2,50,55,5,10,Lead,Y,13
Hch-350-19,2,50,55,5,10,Lag,Y,7
Hch-351-19,2,50,55,5,10,Lag,Y,9
Hch-352-19,2,50,55,5,10,Lag,Y,5
Hch-353-19,2,50,55,5,10,Lead,Y,14
Hch-360-19,2,50,55,5,10,Lead,Y,6
Hch-364-19,2,50,55,5,10,Lag,Y,2
Hch-087-19,1,50,60,10,20,Lag,Y,7
Hch-094-19,1,50,60,10,20,Lead,Y,14
Hch-095-19,1,50,60,10,20,NA,N,2
Hch-096-19,1,50,60,10,20,Lead,Y,7
Hch-097-19,1,50,60,10,20,Lead,Y,6
Hch-098-19,1,50,60,10,20,Lead,Y,13
Hch-099-19,1,50,60,10,20,Lag,Y,3
Hch-100-19,1,50,60,10,20,Lead,Y,2
Hch-101-19,1,50,60,10,20,Lead,Y,10
Hch-102-19,1,50,60,10,20,Lead,Y,2
Hch-127-19,2,50,60,10,20,Lag,Y,8
Hch-128-19,2,50,60,10,20,Lead,Y,1
Hch-130-19,2,50,60,10,20,Lead,Y,8
Hch-131-19,2,50,60,10,20,Lag,Y,6
Hch-132-19,2,50,60,10,20,Lag,Y,4
Hch-133-19,2,50,60,10,20,Lag,Y,3
Hch-134-19,2,50,60,10,20,Lag,Y,12
Hch-135-19,2,50,60,10,20,Lead,Y,6
Hch-149-19,1,50,60,10,20,Lag,Y,7
Hch-150-19,1,50,60,10,20,Lead,Y,7
Hch-151-19,1,50,60,10,20,Lead,Y,10
Hch-152-19,1,50,60,10,20,Lead,Y,4
Hch-153-19,1,50,60,10,20,Lag,Y,14
Hch-154-19,1,50,60,10,20,NA,N,10
Hch-155-19,1,50,60,10,20,Lead,Y,3
Hch-156-19,1,50,60,10,20,Lag,Y,8
Hch-157-19,1,50,60,10,20,Lag,Y,4
Hch-176-19,2,50,60,10,20,Lead,Y,15
Hch-177-19,2,50,60,10,20,Lag,Y,2
Hch-180-19,2,50,60,10,20,Lead,Y,1
Hch-182-19,2,50,60,10,20,Lead,Y,5
Hch-203-19,1,50,60,10,20,Lead,Y,2
Hch-204-19,1,50,60,10,20,Lag,Y,14
Hch-205-19,1,50,60,10,20,Lag,Y,10
Hch-206-19,1,50,60,10,20,Lead,Y,3
Hch-207-19,1,50,60,10,20,Lag,Y,3
Hch-208-19,1,50,60,10,20,Lag,Y,6
Hch-245-19,2,50,60,10,20,Lead,Y,10
Hch-246-19,2,50,60,10,20,Lag,Y,4
Hch-247-19,2,50,60,10,20,Lead,Y,5
Hch-248-19,2,50,60,10,20,Lag,Y,7
Hch-249-19,2,50,60,10,20,Lead,Y,7
Hch-259-19,1,50,60,10,20,Lead,Y,7
Hch-260-19,1,50,60,10,20,Lead,Y,10
Hch-261-19,1,50,60,10,20,Lead,Y,8
Hch-279-19,1,50,60,10,20,Lead,Y,10
Hch-281-19,1,50,60,10,20,Lag,Y,7
Hch-282-19,1,50,60,10,20,Lead,Y,2
Hch-284-19,1,50,60,10,20,Lag,Y,4
Hch-314-19,2,50,60,10,20,Lag,Y,14
Hch-315-19,2,50,60,10,20,Lag,Y,2
Hch-317-19,2,50,60,10,20,Lag,Y,5
Hch-318-19,2,50,60,10,20,Lead,Y,7
Hch-319-19,2,50,60,10,20,Lead,Y,1
Hch-320-19,2,50,60,10,20,Lag,Y,6
Hch-348-19,2,50,60,10,20,Lag,Y,14
Hch-349-19,2,50,60,10,20,Lag,Y,5
Hch-350-19,2,50,60,10,20,Lag,Y,14
Hch-351-19,2,50,60,10,20,Lag,Y,3
Hch-352-19,2,50,60,10,20,Lag,Y,12
Hch-353-19,2,50,60,10,20,Lag,Y,7
Hch-360-19,2,50,60,10,20,Lag,Y,14
Hch-364-19,2,50,60,10,20,Lead,Y,15
Hch-365-19,2,50,60,10,20,Lead,Y,4
Hch-094-19,1,50,75,25,50,Lag,Y,1
Hch-096-19,1,50,75,25,50,NA,N,14
Hch-097-19,1,50,75,25,50,Lag,Y,1
Hch-098-19,1,50,75,25,50,Lag,Y,3
Hch-099-19,1,50,75,25,50,Lead,Y,13
Hch-100-19,1,50,75,25,50,Lead,Y,11
Hch-102-19,1,50,75,25,50,Lead,Y,10
Hch-103-19,1,50,75,25,50,Lead,Y,2
Hch-127-19,2,50,75,25,50,NA,N,12
Hch-128-19,2,50,75,25,50,Lead,Y,15
Hch-129-19,2,50,75,25,50,NA,N,5
Hch-130-19,2,50,75,25,50,Lag,Y,15
Hch-131-19,2,50,75,25,50,Lag,Y,1
Hch-132-19,2,50,75,25,50,Lag,Y,8
Hch-134-19,2,50,75,25,50,Lag,Y,1
Hch-135-19,2,50,75,25,50,Lead,Y,3
Hch-149-19,1,50,75,25,50,Lag,Y,15
Hch-150-19,1,50,75,25,50,Lag,Y,4
Hch-151-19,1,50,75,25,50,Lag,Y,13
Hch-152-19,1,50,75,25,50,Lag,Y,13
Hch-153-19,1,50,75,25,50,Lag,Y,2
Hch-155-19,1,50,75,25,50,Lead,Y,8
Hch-156-19,1,50,75,25,50,Lag,Y,1
Hch-157-19,1,50,75,25,50,Lag,Y,11
Hch-176-19,2,50,75,25,50,Lag,Y,3
Hch-179-19,2,50,75,25,50,Lag,Y,3
Hch-180-19,2,50,75,25,50,NA,N,8
Hch-181-19,2,50,75,25,50,NA,N,9
Hch-203-19,1,50,75,25,50,Lead,Y,12
Hch-204-19,1,50,75,25,50,Lag,Y,1
Hch-205-19,1,50,75,25,50,Lag,Y,15
Hch-206-19,1,50,75,25,50,Lag,Y,11
Hch-207-19,1,50,75,25,50,Lag,Y,8
Hch-208-19,1,50,75,25,50,Lag,Y,3
Hch-246-19,2,50,75,25,50,Lag,Y,11
Hch-247-19,2,50,75,25,50,Lag,Y,12
Hch-249-19,2,50,75,25,50,Lag,Y,4
Hch-259-19,1,50,75,25,50,Lag,Y,4
Hch-278-19,1,50,75,25,50,Lead,Y,1
Hch-279-19,1,50,75,25,50,Lag,Y,14
Hch-280-19,1,50,75,25,50,Lag,Y,5
Hch-281-19,1,50,75,25,50,Lag,Y,15
Hch-282-19,1,50,75,25,50,Lag,Y,15
Hch-284-19,1,50,75,25,50,Lag,Y,8
Hch-314-19,2,50,75,25,50,Lag,Y,3
Hch-315-19,2,50,75,25,50,Lead,Y,9
Hch-317-19,2,50,75,25,50,Lag,Y,6
Hch-318-19,2,50,75,25,50,Lag,Y,11
Hch-319-19,2,50,75,25,50,Lead,Y,13
Hch-320-19,2,50,75,25,50,Lag,Y,13
Hch-348-19,2,50,75,25,50,Lag,Y,3
Hch-349-19,2,50,75,25,50,Lag,Y,8
Hch-350-19,2,50,75,25,50,Lag,Y,4
Hch-351-19,2,50,75,25,50,Lag,Y,15
Hch-352-19,2,50,75,25,50,Lead,Y,8
Hch-353-19,2,50,75,25,50,Lag,Y,5
Hch-360-19,2,50,75,25,50,Lag,Y,2
Hch-364-19,2,50,75,25,50,Lag,Y,8
