Experiment,FemaleID,Year,HostNest,EggColour,ExpNest,Egg_rejected,Rejection_Error,ExpEggReceived,HostEggRemoved,EggStage,DateManipulation,TimeManipulation,DayOfRemoval,ClutchSize,Exp_Year_Nest_Egg_NestIn,Host_Year_Nest_NestIn,Host_Year_Nest_NestIn_Remain,Exp_COMPLEXITY_a,Exp_COMPLEXITY_b,Exp_COMPLEXITY_c,Exp_COMPLEXITY_d,Exp_COMPLEXITY_ac,Exp_COMPLEXITY_bd,HostAv_COMPLEXITY_all_a,HostAv_COMPLEXITY_all_b,HostAv_COMPLEXITY_all_c,HostAv_COMPLEXITY_all_d,HostAv_COMPLEXITY_all_ac,HostAv_COMPLEXITY_all_bd,HostAv_COMPLEXITY_reduced_a,HostAv_COMPLEXITY_reduced_b,HostAv_COMPLEXITY_reduced_c,HostAv_COMPLEXITY_reduced_d,HostAv_COMPLEXITY_reduced_ac,HostAv_COMPLEXITY_reduced_bd
3,1,2019,PS014,Blue,PS012,1,NO,P3,P3,3,09/02/2019,16:15,3,3,2019_PS012_P3_PS014,2019_PS014_PS014,2019_PS014_PS014_TRUE,4113.805994,3854.52375,3704.826022,3238.530244,3909.316008,3546.526997,3310.420582,3482.190727,3187.81823,2659.958988,3249.119406,3071.074857,2975.6347,3142.420663,3023.265624,2223.366805,2999.450162,2682.893734
3,2,2019,PS016,Blue,PS003,0,NO,P3,P3,0,11/02/2019,14:45,NA,3,2019_PS003_P3_PS016,2019_PS016_PS016,2019_PS016_PS016_TRUE,2150.504263,2901.948915,2901.629846,2702.188475,2526.067055,2802.068695,2838.532183,4415.057349,3964.927937,4041.816428,3401.73006,4228.436889,2658.20563,3947.565266,4026.389641,3869.36658,3342.297635,3908.465923
3,3,2019,PS020,White,PS018,0,NO,P1,P3,0,14/02/2019,11:00,NA,3,2019_PS018_P1_PS020,2019_PS020_PS020,2019_PS020_PS020_TRUE,2300.675901,2430.771997,2273.89458,2846.949754,2287.285241,2638.860876,4297.927495,4013.990984,3952.528052,3857.244183,4125.227774,3935.617584,4588.894985,4138.382899,3980.285455,4164.372883,4284.59022,4151.377891
3,4,2019,PS026,White,PS020,0,NO,P3,P4,0,14/02/2019,16:20,NA,4,2019_PS020_P3_PS026,2019_PS026_PS026,2019_PS026_PS026_TRUE,3132.260969,2838.259928,3663.095514,3446.062261,3397.678242,3142.161095,3212.515265,2555.646603,3107.414462,3395.417186,3159.964864,2975.531894,3100.161002,2414.900314,2989.429842,3233.665035,3044.795422,2824.282675
3,6,2019,PS028,White,PS026,1,NO,P4,P3,0,15/02/2019,08:45,3,3,2019_PS026_P4_PS028,2019_PS028_PS028,2019_PS028_PS028_TRUE,3736.791011,3963.985337,3023.10451,3451.758516,3379.947761,3707.871927,2212.526744,1994.305579,1932.893075,2313.389377,2072.70991,2153.847478,2387.705293,2163.937224,2091.582681,2314.345314,2239.643987,2239.141269
3,8,2019,PS023,Olive,PS027,0,NO,P3,P3,0,15/02/2019,16:45,NA,3,2019_PS027_P3_PS023,2019_PS023_PS023,2019_PS023_PS023_TRUE,1908.183339,1566.92644,1612.580333,1271.033098,1760.381836,1418.979769,1994.164458,1485.935665,1681.597345,1701.75813,1837.880902,1593.846897,2090.040637,1451.235803,1728.809398,1829.349518,1909.425017,1640.29266
3,9,2019,PS022,Olive,PS023,0,NO,P3,P4,0,17/02/2019,09:00,NA,4,2019_PS023_P3_PS022,2019_PS022_PS022,2019_PS022_PS022_TRUE,1616.838386,1860.607553,3345.596178,1642.145835,2481.217282,1751.376694,2052.444077,1866.379541,2339.704587,1609.231444,2196.074332,1737.805493,2118.927069,1896.293823,2529.168483,1762.53349,2324.047776,1829.413656
3,10,2019,PS041,RED/BROWN/OLIVE! EXPERIMENTAL EGG RED,PS006,0,NO,P1,P3,0,18/02/2019,11:00,NA,3,2019_PS006_P1_PS041,2019_PS041_PS041,2019_PS041_PS041_TRUE,1443.912947,1166.14601,1173.571655,1293.783343,1308.742301,1229.964677,1458.500253,1425.127085,1182.259098,1238.475694,1320.379676,1331.80139,1468.887917,1232.612134,1369.388345,1379.846812,1419.138131,1306.229473
3,13,2019,PS047,White,PS038,0,NO,P1,P4,0,20/02/2019,10:30,NA,4,2019_PS038_P1_PS047,2019_PS047_PS047,2019_PS047_PS047_TRUE,2833.236398,3356.2105,3557.144247,2211.074715,3195.190323,2783.642608,3435.47501,2897.501368,3903.376238,2485.061025,3669.425624,2691.281196,3386.095806,2811.140456,3803.076019,2424.900173,3594.585912,2618.020314
3,14,2019,PS049,White,PS028,1,NO,P3,P4,0,21/02/2019,09:30,2,4,2019_PS028_P3_PS049,2019_PS049_PS049,2019_PS049_PS049_TRUE,2305.721838,1834.619651,1649.52376,1858.956689,1977.622799,1846.78817,3322.982897,3353.155633,3120.136062,3167.121361,3221.55948,3260.138497,2907.986569,3029.263431,2916.199518,3020.21766,2912.093044,3024.740546
3,15,2019,PS051,White,PS049,0,NO,P4,P3,0,22/02/2019,18:20,NA,3,2019_PS049_P4_PS051,2019_PS051_PS051,2019_PS051_PS051_TRUE,3957.748512,4367.817,2980.782794,3510.125255,3469.265653,3938.971128,4021.587281,3364.573558,2825.635764,3256.417112,3423.611523,3310.495335,3954.921168,3229.347734,2797.578496,3206.954925,3376.249832,3218.15133
3,16,2019,PS057,White,PS051,0,NO,P3,P3,0,25/02/2019,17:15,NA,3,2019_PS051_P3_PS057,2019_PS057_PS057,2019_PS057_PS057_TRUE,3510.533649,3709.091134,4043.483886,3857.946221,3777.008768,3783.518678,2386.748085,2766.152246,3181.252436,2770.874658,2784.00026,2768.513452,2411.927803,2756.479841,3223.998918,2735.858199,2817.96336,2746.16902
3,17,2019,PS060,Olive,PS022,1,NO,P4,P3,2,28/02/2019,14:00,2,3,2019_PS022_P4_PS060,2019_PS060_PS060,2019_PS060_PS060_TRUE,2021.841047,1331.6443,1334.17737,1659.408989,1678.009209,1495.526645,2263.373096,2144.235369,2280.110842,2015.310177,2271.741969,2079.772773,2379.929349,2192.623853,2303.653364,2084.292209,2341.791356,2138.458031
3,19,2019,PS064,Red-Olive,PS034,0,NO,P4,P3,2,01/03/2019,09:00,NA,3,2019_PS034_P4_PS064,2019_PS064_PS064,2019_PS064_PS064_TRUE,1763.087768,2060.31758,1649.224353,1741.775814,1706.156061,1901.046697,2023.357083,1884.118706,2005.554199,1875.309632,2014.455641,1879.714169,1889.799908,1903.562125,1971.314384,1759.783166,1930.557146,1831.672646
3,20,2019,PS066,Olive,PS060,0,NO,P3,P3,0,01/03/2019,11:00,NA,3,2019_PS060_P3_PS066,2019_PS066_PS066,2019_PS066_PS066_TRUE,2064.105724,2293.127876,2151.458691,3801.48911,2107.782208,3047.308493,2631.952589,2277.954028,2326.554326,3318.097082,2479.253458,2798.025555,2549.833282,2076.882838,2302.166603,3159.908573,2425.999943,2618.395705
3,21,2019,PS079,White,PS063,0,NO,P3,P3,0,11/03/2019,08:15,NA,3,2019_PS063_P3_PS079,2019_PS079_PS079,2019_PS079_PS079_TRUE,2483.989787,2114.546246,2912.709293,2577.571253,2698.34954,2346.05875,2845.29754,2578.763244,3160.422963,3055.837666,3002.860251,2817.300455,2889.417267,2704.496553,3546.032805,3140.487569,3217.725036,2922.492061
3,22,2019,PS084,White,PS079,0,NO,P3,P2,1,17/03/2019,06:45,NA,2,2019_PS079_P3_PS084,2019_PS084_PS084,2019_PS084_PS084_TRUE,3110.410265,2286.464415,2200.342358,2451.029572,2655.376312,2368.746994,2557.134229,2064.063839,2218.322526,2056.581475,2387.728377,2060.322657,2224.844921,1936.708573,2218.047778,1792.972412,2221.44635,1864.840493
3,23,2019,PS090,White,PS084,0,NO,P2,P3,2,20/03/2019,15:40,NA,3,2019_PS084_P2_PS090,2019_PS090_PS090,2019_PS090_PS090_TRUE,2554.017943,3075.013107,3537.097784,3339.508223,3045.557864,3207.260665,4004.377692,3701.61904,4623.31213,4378.327677,4313.844911,4039.973358,3859.212112,3405.027989,4398.832221,3696.846127,4129.022166,3550.937058
3,24,2019,PS092,White,PS090,0,NO,P3,P3,4,22/03/2019,16:15,NA,3,2019_PS090_P3_PS092,2019_PS092_PS092,2019_PS092_PS092_TRUE,4008.31669,3004.210209,3314.832409,4992.508753,3661.57455,3998.359481,3095.654893,2723.760287,2781.340538,3158.756748,2938.497716,2941.258518,3185.125542,2708.182095,2642.800297,2990.635053,2913.962919,2849.408574
3,26,2018,PS077,Olive-Blue,PS071,1,NO,P1,P4,0,12/02/2018,09:50,1,4,2018_PS071_P1_PS077,2018_PS077_PS077,2018_PS077_PS077_TRUE,1952.421706,2137.924556,2544.102224,2206.804813,2248.261965,2172.364685,1624.892825,1557.336418,1755.248431,1646.542753,1690.070628,1601.939585,1614.603342,1495.806447,1745.665836,1636.147804,1680.134589,1565.977126
3,27,2018,PS079,Red,PS070,0,NO,P1,P3,0,14/02/2018,09:40,NA,3,2018_PS070_P1_PS079,2018_PS079_PS079,2018_PS079_PS079_TRUE,1790.651517,1788.2653,1670.803678,1608.569061,1730.727598,1698.417181,1954.214844,1439.087003,1985.019936,1650.984466,1969.61739,1545.035735,1999.063316,1598.583483,2047.06705,1648.245934,2023.065183,1623.414708
3,28,2018,PST002,Red,PS079,0,NO,P3,P3,2,17/02/2018,09:50,NA,3,2018_PS079_P3_PST002,2018_PST002_PST002,2018_PST002_PST002_TRUE,2111.454008,2064.435226,1899.232043,1938.621399,2005.343026,2001.528313,2312.442514,1835.132399,2102.535593,2055.910877,2207.489054,1945.521638,2414.011491,2026.360189,2287.987851,2236.379802,2350.999671,2131.369996
3,30,2018,PS081,Olive,PS073,0,NO,P1,P3,2,18/02/2018,09:15,NA,3,2018_PS073_P1_PS081,2018_PS081_PS081,2018_PS081_PS081_TRUE,1080.006074,1139.211925,1774.435448,1367.134109,1427.220761,1253.173017,2095.005694,2290.318375,2175.040149,2229.812893,2135.022922,2260.065634,2057.739669,2347.392594,2083.569332,2100.426225,2070.6545,2223.90941
3,31,2018,PS085,Olive,PS077,0,NO,P4,P4,0,18/02/2018,09:55,NA,4,2018_PS077_P4_PS085,2018_PS085_PS085,2018_PS085_PS085_TRUE,1579.734887,1511.902562,1602.280896,2064.127402,1591.007892,1788.014982,1605.549742,1423.137545,1556.464227,1553.578598,1581.006985,1488.358072,1607.64032,1435.505253,1597.865033,1556.515265,1602.752677,1496.010259
3,32,2018,PS087,Pale Red/White,PS075,0,NO,P1,P3,1,18/02/2018,10:20,NA,3,2018_PS075_P1_PS087,2018_PS087_PS087,2018_PS087_PS087_TRUE,1288.603899,1525.494429,1566.298371,1318.539799,1427.451135,1422.017114,3039.167305,3707.77769,3018.31339,3179.860131,3028.740348,3443.818911,3223.491713,3616.854798,3147.722664,3370.473789,3185.607188,3493.664293
3,33,2018,PS088,Blue,PS069,0,NO,P1,P3,0,20/02/2018,10:20,NA,3,2018_PS069_P1_PS088,2018_PS088_PS088,2018_PS088_PS088_TRUE,2424.229344,3678.252225,3449.245375,3152.180835,2936.73736,3415.21653,3224.899296,3656.094089,3193.159758,3073.335723,3209.029527,3364.714906,3037.023768,3451.090625,3109.376589,3249.400082,3073.200178,3350.245354
3,34,2018,PS090,Pale blue,PST001,0,NO,P3,P3,0,20/02/2018,10:45,NA,3,2018_PST001_P3_PS090,2018_PS090_PS090,2018_PS090_PS090_TRUE,2496.30906,3348.704936,2810.029522,2962.782727,2653.169291,3155.743832,2270.907898,2074.987934,2249.386615,2047.81935,2260.147256,2061.403642,2295.279883,2028.952161,2383.142014,2144.790025,2339.210949,2086.871093
3,35,2018,PST006,Pale red,PS087,1,NO,P3,P3,4,21/02/2018,10:30,1,3,2018_PS087_P3_PST006,2018_PST006_PST006,2018_PST006_PST006_TRUE,2974.360942,3634.291346,2741.914699,2295.942163,2858.137821,2965.116755,1567.191926,1844.956281,1651.050867,1641.383076,1609.121396,1743.169679,1533.730929,1741.904785,1766.033523,1702.963557,1649.882226,1722.434171
3,37,2018,PS093,Pale blue,PS090,0,NO,P3,P3,0,22/02/2018,10:30,NA,3,2018_PS090_P3_PS093,2018_PS093_PS093,2018_PS093_PS093_TRUE,2539.252824,2930.625564,2675.183732,2516.977119,2607.218278,2723.801342,3037.931936,3646.127477,2822.091908,2411.947588,2930.011922,3029.037532,2941.959432,3665.30066,2946.385276,2346.786893,2944.172354,3006.043776
3,38,2018,PS092,White,PS083,0,YES,P1,P3,0,23/02/2018,09:23,3,3,2018_PS083_P1_PS092,2018_PS092_PS092,2018_PS092_PS092_TRUE,2576.928329,2856.848971,2852.011363,2776.587728,2714.469846,2816.71835,2886.01559,3422.073276,3590.321025,3493.466241,3238.168308,3457.769758,3212.24699,3814.313479,3973.010471,3804.031554,3592.628731,3809.172517
3,39,2018,PS096,White,PS080,0,NO,P1,P3,0,23/02/2018,10:20,NA,3,2018_PS080_P1_PS096,2018_PS096_PS096,2018_PS096_PS096_TRUE,4149.511403,3260.545876,3314.464772,3496.58885,3731.988088,3378.567363,2478.599291,2440.302565,2427.219,2719.378199,2452.909146,2579.840382,2361.779939,2660.577995,2542.09554,2503.760271,2451.937739,2582.169133
3,26,2018,PS098,Olive,PS085,0,NO,P4,P3,0,24/02/2018,09:55,NA,3,2018_PS085_P4_PS098,2018_PS098_PS098,2018_PS098_PS098_TRUE,1369.384851,1540.301951,1277.088458,1507.173893,1323.236655,1523.737922,1738.053684,1687.910075,1659.859552,1782.117541,1698.956618,1735.013808,1870.973267,1766.409227,1633.913107,1846.797802,1752.443187,1806.603514
3,40,2018,PST012,Olive-Blue,PS081,0,NO,P3,P3,0,25/02/2018,08:55,NA,3,2018_PS081_P3_PST012,2018_PST012_PST012,2018_PST012_PST012_TRUE,2337.933398,2310.013851,2207.428987,2101.308162,2272.681193,2205.661007,2053.666271,2138.817314,1892.034738,2071.641734,1972.850505,2105.229524,2098.223706,2275.093146,1804.076952,2152.526819,1951.150329,2213.809982
3,41,2018,PS101,White,PST008,0,YES,P3,P3,0,26/02/2018,11:45,1,3,2018_PST008_P3_PS101,2018_PS101_PS101,2018_PS101_PS101_TRUE,2703.0049,2178.428307,2285.208467,2680.31453,2494.106684,2429.371419,3031.707531,3383.772997,3315.236632,3174.488266,3173.472081,3279.130632,3388.380276,3456.072851,3622.794082,3500.052001,3505.587179,3478.062426
3,42,2018,PS112,Red,PS094,0,NO,P1,P3,1,01/03/2018,08:50,NA,3,2018_PS094_P1_PS112,2018_PS112_PS112,2018_PS112_PS112_TRUE,1925.515754,1495.634651,1616.716985,1478.491908,1771.11637,1487.06328,1652.833943,1798.739568,1170.324192,2075.118694,1411.579067,1936.929131,1715.573877,1754.418073,1004.160281,1983.257199,1359.867079,1868.837636
3,43,2018,PS109,White,PS092,0,NO,P3,P3,1,01/03/2018,09:45,NA,3,2018_PS092_P3_PS109,2018_PS109_PS109,2018_PS109_PS109_TRUE,2909.114252,2555.381653,2808.460562,2771.226689,2858.787407,2663.304171,3239.528571,3311.825271,2808.435767,3116.811433,3023.982169,3214.318352,3569.813925,3785.701643,2897.116911,3531.469248,3233.465418,3658.585445
3,44,2018,PS113,Red,PS097,0,NO,P3,P2,1,02/03/2018,09:45,NA,2,2018_PS097_P3_PS113,2018_PS113_PS113,2018_PS113_PS113_TRUE,1813.640019,1564.512406,1030.111639,1506.356433,1421.875829,1535.43442,1845.535914,1896.495035,1715.894564,1733.711757,1780.715239,1815.103396,1985.865563,2086.976439,1703.406489,1758.855266,1844.636026,1922.915853
3,45,2018,PS121,Olive-Red,PS076,0,NO,P2,P3,0,02/03/2018,10:15,NA,3,2018_PS076_P2_PS121,2018_PS121_PS121,2018_PS121_PS121_TRUE,1169.238322,1341.587355,1407.399369,1245.395342,1288.318846,1293.491349,1680.724835,1576.779349,1512.411726,1512.841033,1596.568281,1544.810191,1707.271011,1739.623614,1655.883558,1748.806659,1681.577285,1744.215137
3,46,2018,PS120,White,PS078,0,NO,P3,P4,4,02/03/2018,11:05,NA,4,2018_PS078_P3_PS120,2018_PS120_PS120,2018_PS120_PS120_TRUE,2573.623808,2917.049567,2965.075718,2754.303341,2769.349763,2835.676454,2504.259181,2762.86091,2591.008818,2474.12454,2547.633999,2618.492725,2264.735365,2623.434543,2531.308285,2306.628757,2398.021825,2465.03165
3,47,2018,PS119,Blue,PST013,0,NO,P3,P3,0,04/03/2018,10:10,NA,3,2018_PST013_P3_PS119,2018_PS119_PS119,2018_PS119_PS119_TRUE,2410.183093,2621.252179,2394.920266,2732.189459,2402.55168,2676.720819,2383.9365,2751.312033,2761.065528,2333.619551,2572.501014,2542.465792,2458.095598,2769.565239,2853.837222,2343.014912,2655.96641,2556.290075
3,48,2018,PS116,Red,PS103,0,NO,P1,P4,0,04/03/2018,10:30,NA,4,2018_PS103_P1_PS116,2018_PS116_PS116,2018_PS116_PS116_TRUE,1271.281646,1883.060493,1559.404878,1387.408319,1415.343262,1635.234406,1943.552481,1669.758983,1619.246537,1957.123909,1781.399509,1813.441446,1990.946619,1710.186821,1674.14973,1965.444115,1832.548175,1837.815468
3,49,2018,PS127,Blue,PS088,1,NO,P3,P4,0,07/03/2018,10:05,1,4,2018_PS088_P3_PS127,2018_PS127_PS127,2018_PS127_PS127_TRUE,1677.623614,1474.969961,1726.727736,1925.242826,1702.175675,1700.106394,3998.34048,3571.158735,1919.060933,2754.529359,2958.700706,3162.844047,3944.312581,3316.248085,1861.601649,2682.115372,2902.957115,2999.181729
3,50,2018,PS143,Olive,PS136,0,NO,P4,P3,3,09/03/2018,08:25,NA,3,2018_PS136_P4_PS143,2018_PS143_PS143,2018_PS143_PS143_TRUE,2323.037374,1773.535615,1636.631613,2290.033631,1979.834494,2031.784623,2148.433888,1593.950426,1968.390628,2047.859436,2058.412258,1820.904931,2096.610435,1733.622956,1985.367114,2063.691973,2040.988775,1898.657464
3,52,2018,PS138,Red,PS113,0,YES,P2,P3,0,09/03/2018,10:40,2,3,2018_PS113_P2_PS138,2018_PS138_PS138,2018_PS138_PS138_TRUE,1678.904353,1530.555819,1619.509352,2024.476337,1649.206853,1777.516078,1799.972582,1970.941611,1984.699375,2420.307007,1892.335979,2195.624309,1795.99802,1982.625151,2026.647071,2546.918808,1911.322545,2264.771979
3,31,2018,PS142,Olive,PS121,0,NO,P3,P4,3,10/03/2018,09:45,NA,4,2018_PS121_P3_PS142,2018_PS142_PS142,2018_PS142_PS142_TRUE,1813.595363,903.6709045,1297.860778,1445.417938,1555.728071,1174.544421,2066.731394,1836.888825,1511.122707,1945.554754,1788.92705,1891.22179,2055.327768,1852.88735,1556.373227,1873.591965,1805.850497,1863.239657
3,53,2018,PS151,Olive,PS098,0,NO,P3,P2,0,12/03/2018,10:35,NA,2,2018_PS098_P3_PS151,2018_PS151_PS151,2018_PS151_PS151_TRUE,1685.28881,1239.172955,1572.49924,1440.916583,1628.894025,1340.044769,1930.86026,1793.693621,1757.026306,1913.122852,1843.943283,1853.408236,1913.043133,1705.650548,1700.140086,1981.645703,1806.59161,1843.648126
3,54,2018,PS147,Blue,PS069,0,NO,P1,P3,0,12/03/2018,11:30,NA,3,2018_PS069_P1_PS147,2018_PS147_PS147,2018_PS147_PS147_TRUE,5036.878545,3542.86982,4216.282833,4704.667444,4626.580689,4123.768632,3065.595039,3115.819323,3002.410281,3298.048258,3034.00266,3206.933791,3285.028129,3279.453157,3130.657576,3044.899969,3207.842852,3162.176563
3,55,2018,PS153,Red,PS116,0,NO,P4,P3,2,13/03/2018,11:00,NA,3,2018_PS116_P4_PS153,2018_PS153_PS153,2018_PS153_PS153_TRUE,1934.223543,938.9054678,940.0620396,1436.030467,1437.142791,1187.467967,1963.658607,1390.115459,1543.885668,1597.935587,1753.772138,1494.025523,2006.739884,1502.818685,1584.829354,1579.057901,1795.784619,1540.938293
3,56,2018,PS155,Red,PS153,0,NO,P3,P4,0,16/03/2018,11:30,NA,4,2018_PS153_P3_PS155,2018_PS155_PS155,2018_PS155_PS155_TRUE,1672.66845,1718.35607,1604.495506,2145.795887,1638.581978,1932.075979,2730.413997,2401.730158,2369.529651,2690.539939,2549.971824,2546.135048,2834.183301,2456.830921,2464.839137,2603.634165,2649.511219,2530.232543
3,57,2018,PS158,White-Blue,PS096,0,NO,P3,P3,0,19/03/2018,11:00,NA,3,2018_PS096_P3_PS158,2018_PS158_PS158,2018_PS158_PS158_TRUE,1720.041679,2632.501551,3336.61111,2222.455115,2528.326395,2427.478333,2970.370407,3453.921237,3059.137788,2664.771501,3014.754098,3059.346369,2616.540681,3839.477139,3198.682812,3115.126158,2907.611747,3477.301648
3,58,2018,PS168,White,PS108,1,NO,P3,P1,0,20/03/2018,10:45,0,1,2018_PS108_P3_PS168,2018_PS168_PS168,2018_PS168_PS168_TRUE,2081.177953,2522.424825,2331.21853,2621.676618,2206.198242,2572.050722,4004.899693,3222.63116,3585.112006,2673.453739,3795.00585,2948.04245,NA,NA,NA,NA,NA,NA
3,60,2018,PS170,Red,PS160,0,NO,P1,P3,0,21/03/2018,11:00,NA,3,2018_PS160_P1_PS170,2018_PS170_PS170,2018_PS170_PS170_TRUE,2054.185872,2202.74293,2014.245758,1887.518944,2034.215815,2045.130937,1352.486555,1504.712844,1573.659726,1335.450306,1463.073141,1420.081575,1511.002352,1604.134632,1727.19429,1513.477333,1619.098321,1558.805982
3,61,2018,PS179,White,PS146,0,NO,P1,P3,0,25/03/2018,11:00,NA,3,2018_PS146_P1_PS179,2018_PS179_PS179,2018_PS179_PS179_TRUE,3226.324743,3580.200977,3468.549634,2538.608545,3347.437189,3059.404761,3102.109993,3319.554809,3301.914106,2989.870546,3202.012049,3154.712677,3183.826772,2892.486711,3504.572265,2840.879297,3344.199518,2866.683004
3,62,2020,PS005,White,PS001,0,NO,P2,P3,0,27/01/2020,08:45,NA,3,2020_PS001_P2_PS005,2020_PS005_PS005,2020_PS005_PS005_TRUE,3650.49106,3787.03819,4058.750768,3310.297313,3854.620914,3548.667752,3099.685713,3003.848182,3643.697526,3061.777087,3371.69162,3032.812635,2205.228473,2307.318783,2948.23769,2060.52002,2576.733081,2183.919401
3,63,2020,PS009,White,PS005,1,NO,P3,P3,0,27/01/2020,15:40,4,3,2020_PS005_P3_PS009,2020_PS009_PS009,2020_PS009_PS009_TRUE,3286.868407,3129.51256,2975.460214,2200.733108,3131.164311,2665.122834,3103.068099,2898.831157,3032.142452,2719.584582,3067.605276,2809.20787,2928.061347,2843.023738,2879.885483,2700.176994,2903.973415,2771.600366
3,64,2020,PS015,White,PS009,1,NO,P3,P3,2,29/01/2020,10:15,2,3,2020_PS009_P3_PS015,2020_PS015_PS015,2020_PS015_PS015_TRUE,3389.278328,3489.617072,2676.559613,2895.466972,3032.918971,3192.542022,3326.44057,3426.780591,3000.350969,3408.766381,3163.39577,3417.773486,3215.967739,3615.586826,3145.151222,3753.197862,3180.55948,3684.392344
3,65,2020,PS016,Blue,PS006,0,NO,P3,P4,0,29/01/2020,10:30,NA,4,2020_PS006_P3_PS016,2020_PS016_PS016,2020_PS016_PS016_TRUE,2053.862855,2153.570131,2160.004651,2529.091401,2106.933753,2341.330766,2399.70345,2683.115455,2745.545804,3003.375124,2572.624627,2843.24529,2332.079122,2719.474058,2931.38888,3043.98873,2631.734001,2881.731394
3,66,2020,PS023,White,PS015,0,NO,P3,P4,3,29/01/2020,17:00,NA,4,2020_PS015_P3_PS023,2020_PS023_PS023,2020_PS023_PS023_TRUE,2260.625533,2570.517382,2857.489027,2758.969683,2559.05728,2664.743533,4444.071979,4243.757554,4225.287951,3987.017135,4334.679965,4115.387344,4886.666824,4288.520113,4323.103598,3894.637992,4604.885211,4091.579052
3,67,2020,PS011,White,PS023,0,NO,P4,P3,0,30/01/2020,08:00,NA,3,2020_PS023_P4_PS011,2020_PS011_PS011,2020_PS011_PS011_TRUE,3136.420747,3721.682567,4540.762399,4609.715917,3838.591573,4165.699242,4304.16299,4966.732279,3405.115804,3864.484224,3854.639397,4415.608251,4089.365358,4448.313677,2604.946434,2852.025771,3347.155896,3650.169724
3,68,2020,PS018,White (EXPTAL BLUE),PS003,1,NO,P1,P4,0,30/01/2020,09:45,1,4,2020_PS003_P1_PS018,2020_PS018_PS018,2020_PS018_PS018_TRUE,5069.551783,4810.94754,4547.534154,4554.134048,4808.542969,4682.540794,3161.33292,3829.947642,3370.499528,3278.221686,3265.916224,3554.084664,3021.490767,3904.300916,3413.252878,3284.864141,3217.371823,3594.582528
3,69,2020,PS027,Olive,PS019,0,NO,P1,P3,0,30/01/2020,16:40,NA,3,2020_PS019_P1_PS027,2020_PS027_PS027,2020_PS027_PS027_TRUE,1560.003855,1277.980729,1823.067772,1351.647539,1691.535814,1314.814134,1831.097923,1779.087536,1812.829718,1759.091152,1821.96382,1769.089344,1949.726743,1732.500646,1836.619761,1870.121507,1893.173252,1801.311076
3,70,2020,PS028,White,PS011,1,NO,P3,P4,3,30/01/2020,17:00,1,4,2020_PS011_P3_PS028,2020_PS028_PS028,2020_PS028_PS028_TRUE,3523.185989,2906.070158,3615.552194,3558.616919,3569.369092,3232.343539,2366.624733,2168.153932,2061.927196,2115.242239,2214.275965,2141.698086,2500.751977,2224.877439,2133.059977,2120.807731,2316.905977,2172.842585
3,71,2020,PS021,Olive,PS027,0,NO,P3,P3,0,31-Jan,07:50,NA,3,2020_PS027_P3_PS021,2020_PS021_PS021,2020_PS021_PS021_TRUE,1771.689411,1960.942989,1964.411415,1859.924427,1868.050413,1910.433708,2388.736616,2358.773417,2288.288537,2455.784643,2338.512577,2407.27903,2423.331609,2466.235483,2465.252309,2447.717565,2444.291959,2456.976524
3,72,2020,PS010,Blue,PS016,1,NO,P4,P3,0,31-Jan,07:20,1,3,2020_PS016_P4_PS010,2020_PS010_PS010,2020_PS010_PS010_TRUE,2438.920918,2361.787406,2094.913955,1731.213882,2266.917437,2046.500644,2601.395401,3190.29374,3234.801936,2900.198498,2918.098669,3045.246119,2715.66395,3364.616522,3517.046198,3471.615782,3116.355074,3418.116152
3,73,2020,PS013,White,PS018,0,YES,P4,P4,0,31-Jan,07:00,1,4,2020_PS018_P4_PS013,2020_PS013_PS013,2020_PS013_PS013_TRUE,2453.124141,2519.397881,2889.323172,3241.019093,2671.223657,2880.208487,3096.698171,2799.825783,2766.384818,2382.239227,2931.541494,2591.032505,3284.961501,2844.43364,2863.083641,2434.288379,3074.022571,2639.361009
3,74,2020,PS036,White,PS013,0,NO,P4,P4,3,31-Jan,16:20,NA,4,2020_PS013_P4_PS036,2020_PS036_PS036,2020_PS036_PS036_TRUE,2207.085583,2249.510549,2090.44034,2317.546129,2148.762962,2283.528339,2866.014843,2874.684707,3016.754792,2993.046019,2941.384817,2933.865363,2627.850236,2518.771401,2812.359475,2853.438534,2720.104856,2686.104967
3,75,2020,PS039,White,PS028,0,NO,P4,P3,3,01-Feb,15:30,NA,3,2020_PS028_P4_PS039,2020_PS039_PS039,2020_PS039_PS039_TRUE,1874.549987,1718.871087,1919.045979,2065.128094,1896.797983,1891.999591,3698.16542,3752.931747,3501.967528,3294.552291,3600.066474,3523.742019,3740.115346,3693.220654,3746.785016,2845.838695,3743.450181,3269.529674
3,76,2020,PS040,Blue,PS010,0,NO,P3,P3,0,01-Feb,16:00,NA,3,2020_PS010_P3_PS040,2020_PS040_PS040,2020_PS040_PS040_TRUE,3148.590571,2839.438276,3057.516445,2806.459971,3103.053508,2822.949124,2553.271001,2558.084496,2368.054562,2477.161701,2460.662782,2517.623099,2603.753199,2802.123937,2454.194678,2542.83659,2528.973939,2672.480263
