Year_Nest_Egg_NestIn,Year,Nest,Egg,NestIn,COMPLEXITY_a,COMPLEXITY_b,COMPLEXITY_c,COMPLEXITY_d,COMPLEXITY_ac,COMPLEXITY_bd,Species
2019_PS079_P3_PS079,2019,PS079,P3,PS079,2757.058087,2327.296627,2389.203278,2886.537859,2573.130683,2606.917243,P
2019_PS063_P3_PS079,2019,PS063,P3,PS079,2483.989787,2114.546246,2912.709293,2577.571253,2698.34954,2346.05875,P
2019_PS084_P1_PS084,2019,PS084,P1,PS084,2224.844921,1936.708573,2218.047778,1792.972412,2221.44635,1864.840493,P
2019_PS084_P2_PS084,2019,PS084,P2,PS084,2889.423536,2191.419104,2218.597273,2320.190538,2554.010405,2255.804821,P
2019_PS079_P3_PS084,2019,PS079,P3,PS084,3110.410265,2286.464415,2200.342358,2451.029572,2655.376312,2368.746994,P
2019_PS090_P1_PS090,2019,PS090,P1,PS090,4698.450094,3923.260231,5154.333435,4281.674571,4926.391765,4102.467401,P
2019_PS090_P2_PS090,2019,PS090,P2,PS090,3019.97413,2886.795746,3643.331006,3112.017683,3331.652568,2999.406715,P
2019_PS090_P3_PS090,2019,PS090,P3,PS090,4294.708852,4294.801142,5072.271949,5741.290777,4683.490401,5018.04596,P
2019_PS084_P2_PS090,2019,PS084,P2,PS090,2554.017943,3075.013107,3537.097784,3339.508223,3045.557864,3207.260665,P
2019_PS092_P1_PS092,2019,PS092,P1,PS092,2939.508318,2624.018709,2686.183913,3155.647989,2812.846116,2889.833349,P
2019_PS092_P2_PS092,2019,PS092,P2,PS092,3430.742765,2792.34548,2599.41668,2825.622117,3015.079723,2808.983799,P
2019_PS092_P3_PS092,2019,PS092,P3,PS092,2916.713596,2754.916673,3058.421022,3495.000138,2987.567309,3124.958406,P
2019_PS090_P3_PS092,2019,PS090,P3,PS092,4008.31669,3004.210209,3314.832409,4992.508753,3661.57455,3998.359481,P
2020_PS005_P1_PS005,2020,PS005,P1,PS005,1879.855677,2111.135176,2826.305709,1731.86138,2353.080693,1921.498278,P
2020_PS005_P2_PS005,2020,PS005,P2,PS005,2530.601269,2503.502389,3070.16967,2389.17866,2800.38547,2446.340525,P
2020_PS005_P3_PS005,2020,PS005,P3,PS005,4888.600194,4396.906981,5034.617199,5064.291221,4961.608697,4730.599101,P
2020_PS001_P2_PS005,2020,PS001,P2,PS005,3650.49106,3787.03819,4058.750768,3310.297313,3854.620914,3548.667752,P
2020_PS009_P1_PS009,2020,PS009,P1,PS009,2630.376945,2583.161949,2578.202791,2821.195743,2604.289868,2702.178846,P
2020_PS009_P2_PS009,2020,PS009,P2,PS009,3225.745748,3102.885526,3181.568175,2579.158244,3203.656962,2841.021885,P
2020_PS009_P3_PS009,2020,PS009,P3,PS009,3453.081605,3010.445996,3336.656389,2758.399759,3394.868997,2884.422878,P
2020_PS005_P3_PS009,2020,PS005,P3,PS009,3286.868407,3129.51256,2975.460214,2200.733108,3131.164311,2665.122834,P
2020_PS010_P1_PS010,2020,PS010,P1,PS010,2291.487858,2557.137122,2943.091029,2951.970954,2617.289444,2754.554038,P
2020_PS010_P2_PS010,2020,PS010,P2,PS010,3139.840041,4172.095921,4091.001367,3991.26061,3615.420704,4081.678266,P
2020_PS010_P3_PS010,2020,PS010,P3,PS010,2372.858305,2841.648178,2670.313412,1757.36393,2521.585859,2299.506054,P
2020_PS016_P4_PS010,2020,PS016,P4,PS010,2438.920918,2361.787406,2094.913955,1731.213882,2266.917437,2046.500644,P
2020_PS011_P1_PS011,2020,PS011,P1,PS011,3851.460505,3929.954084,2502.956686,2395.436944,3177.208596,3162.695514,P
2020_PS011_P2_PS011,2020,PS011,P2,PS011,4327.270211,4966.67327,2706.936182,3308.614597,3517.103197,4137.643934,P
2020_PS011_P3_PS011,2020,PS011,P3,PS011,4733.758254,6003.569483,5005.454543,5889.40113,4869.606399,5946.485307,P
2020_PS023_P4_PS011,2020,PS023,P4,PS011,3136.420747,3721.682567,4540.762399,4609.715917,3838.591573,4165.699242,P
2020_PS013_P1_PS013,2020,PS013,P1,PS013,1911.207466,1973.744369,2089.673124,1757.250694,2000.440295,1865.497532,P
2020_PS013_P2_PS013,2020,PS013,P2,PS013,3550.204723,3173.073513,3316.65889,2616.783708,3433.431807,2894.928611,P
2020_PS013_P3_PS013,2020,PS013,P3,PS013,4393.472315,3386.483037,3182.918909,2928.830735,3788.195612,3157.656886,P
2020_PS013_P4_PS013,2020,PS013,P4,PS013,2531.908179,2666.002212,2476.288349,2226.09177,2504.098264,2446.046991,P
2020_PS018_P4_PS013,2020,PS018,P4,PS013,2453.124141,2519.397881,2889.323172,3241.019093,2671.223657,2880.208487,P
2020_PS015_P1_PS015,2020,PS015,P1,PS015,3099.748929,3516.240374,3421.356173,3341.593933,3260.552551,3428.917154,P
2020_PS015_P2_PS015,2020,PS015,P2,PS015,3332.186548,3714.933277,2868.94627,4164.801791,3100.566409,3939.867534,P
2020_PS015_P3_PS015,2020,PS015,P3,PS015,3547.386233,3049.168121,2710.750464,2719.903419,3129.068349,2884.53577,P
2020_PS009_P3_PS015,2020,PS009,P3,PS015,3389.278328,3489.617072,2676.559613,2895.466972,3032.918971,3192.542022,P
2020_PS016_P1_PS016,2020,PS016,P1,PS016,2236.199476,2086.944557,2634.217227,3125.889316,2435.208352,2606.416937,P
2020_PS016_P2_PS016,2020,PS016,P2,PS016,2659.042257,3497.116548,3615.598881,3458.767746,3137.320569,3477.942147,P
2020_PS016_P3_PS016,2020,PS016,P3,PS016,2100.995632,2574.361068,2544.350531,2547.309129,2322.673082,2560.835099,P
2020_PS016_P4_PS016,2020,PS016,P4,PS016,2602.576436,2574.039648,2188.016577,2881.534306,2395.296507,2727.786977,P
2020_PS006_P3_PS016,2020,PS006,P3,PS016,2053.862855,2153.570131,2160.004651,2529.091401,2106.933753,2341.330766,P
2020_PS018_P1_PS018,2020,PS018,P1,PS018,2915.582822,3896.339821,3100.781638,2998.454586,3008.18223,3447.397204,P
2020_PS018_P2_PS018,2020,PS018,P2,PS018,3265.207314,4221.023811,3693.503086,3522.18143,3479.3552,3871.602621,P
2020_PS018_P3_PS018,2020,PS018,P3,PS018,2883.682166,3595.539116,3445.473911,3333.956406,3164.578039,3464.747761,P
2020_PS018_P4_PS018,2020,PS018,P4,PS018,3580.859376,3606.887818,3242.239478,3258.29432,3411.549427,3432.591069,P
2020_PS003_P1_PS018,2020,PS003,P1,PS018,5069.551783,4810.94754,4547.534154,4554.134048,4808.542969,4682.540794,P
2020_PS021_P1_PS021,2020,PS021,P1,PS021,2667.375818,2474.688507,2265.127778,2513.136515,2466.251798,2493.912511,P
2020_PS021_P2_PS021,2020,PS021,P2,PS021,2179.287399,2457.782459,2665.37684,2382.298614,2422.33212,2420.040537,P
2020_PS021_P3_PS021,2020,PS021,P3,PS021,2319.546631,2143.849286,1934.360994,2471.918801,2126.953813,2307.884044,P
2020_PS027_P3_PS021,2020,PS027,P3,PS021,1771.689411,1960.942989,1964.411415,1859.924427,1868.050413,1910.433708,P
2020_PS023_P1_PS023,2020,PS023,P1,PS023,3751.63971,3133.727354,3319.706737,3451.253922,3535.673224,3292.490638,P
2020_PS023_P2_PS023,2020,PS023,P2,PS023,5132.27445,4179.900416,4438.453833,4155.882993,4785.364142,4167.891705,P
2020_PS023_P3_PS023,2020,PS023,P3,PS023,5776.086313,5551.932569,5211.150224,4076.77706,5493.618269,4814.354815,P
2020_PS023_P4_PS023,2020,PS023,P4,PS023,3116.287444,4109.469877,3931.841011,4264.154564,3524.064228,4186.812221,P
2020_PS015_P3_PS023,2020,PS015,P3,PS023,2260.625533,2570.517382,2857.489027,2758.969683,2559.05728,2664.743533,P
2020_PS027_P1_PS027,2020,PS027,P1,PS027,1751.218088,1680.170003,1816.890517,1936.342856,1784.054303,1808.25643,P
2020_PS027_P2_PS027,2020,PS027,P2,PS027,2148.235398,1784.831288,1856.349005,1803.900157,2002.292202,1794.365723,P
2020_PS027_P3_PS027,2020,PS027,P3,PS027,1593.840282,1872.261318,1765.249632,1537.030443,1679.544957,1704.645881,P
2020_PS019_P1_PS027,2020,PS019,P1,PS027,1560.003855,1277.980729,1823.067772,1351.647539,1691.535814,1314.814134,P
2020_PS028_P1_PS028,2020,PS028,P1,PS028,2154.465469,1927.949859,2086.432114,2007.701915,2120.448792,1967.825887,P
2020_PS028_P2_PS028,2020,PS028,P2,PS028,2673.361619,2644.553119,2204.066927,1994.269233,2438.714273,2319.411176,P
2020_PS028_P3_PS028,2020,PS028,P3,PS028,2674.428843,2102.129339,2108.680889,2360.452044,2391.554866,2231.290692,P
2020_PS028_P4_PS028,2020,PS028,P4,PS028,1964.243001,1997.983411,1848.528855,2098.545765,1906.385928,2048.264588,P
2020_PS011_P3_PS028,2020,PS011,P3,PS028,3523.185989,2906.070158,3615.552194,3558.616919,3569.369092,3232.343539,P
2020_PS031_P1_PS031,2020,PS031,P1,PS031,3299.746731,2605.979567,2937.046317,2806.688692,3118.396524,2706.33413,P
2020_PS031_P2_PS031,2020,PS031,P2,PS031,2887.322841,3174.275227,3103.958112,2421.741158,2995.640477,2798.008193,P
2020_PS031_P3_PS031,2020,PS031,P3,PS031,2701.360075,2322.813479,2431.612519,3349.507061,2566.486297,2836.16027,P
2020_PS040_P3_PS031,2020,PS040,P3,PS031,2013.989337,1701.510833,1904.072324,2056.372373,1959.030831,1878.941603,P
2020_PS034_P1_PS034,2020,PS034,P1,PS034,1937.1487,2379.968237,2110.141409,2321.973337,2023.645055,2350.970787,P
2020_PS034_P2_PS034,2020,PS034,P2,PS034,2911.174408,2552.447223,1998.787601,2397.562993,2454.981005,2475.005108,P
2020_PS034_P3_PS034,2020,PS034,P3,PS034,2357.45338,1830.340501,1678.759322,1803.479979,2018.106351,1816.91024,P
2020_PS034_P4_PS034,2020,PS034,P4,PS034,2236.721345,2601.249577,2974.454211,3639.750985,2605.587778,3120.500281,P
2020_PS025_P1_PS034,2020,PS025,P1,PS034,2979.540319,3275.475503,2522.414789,3878.890387,2750.977554,3577.182945,P
2020_PS036_P1_PS036,2020,PS036,P1,PS036,2274.78761,2515.72388,2828.832983,2725.783023,2551.810297,2620.753452,P
2020_PS036_P2_PS036,2020,PS036,P2,PS036,2571.735063,2639.851975,2470.074778,2724.058807,2520.904921,2681.955391,P
2020_PS036_P3_PS036,2020,PS036,P3,PS036,3037.028036,2400.738348,3138.170663,3110.473771,3087.59935,2755.60606,P
2020_PS036_P4_PS036,2020,PS036,P4,PS036,3580.508662,3942.424626,3629.940744,3411.868475,3605.224703,3677.146551,P
2020_PS013_P4_PS036,2020,PS013,P4,PS036,2207.085583,2249.510549,2090.44034,2317.546129,2148.762962,2283.528339,P
2020_PS039_P1_PS039,2020,PS039,P1,PS039,4697.924092,4816.625361,4094.909115,3284.639102,4396.416604,4050.632232,P
2020_PS039_P2_PS039,2020,PS039,P2,PS039,2782.306599,2569.815947,3398.660916,2407.038287,3090.483758,2488.427117,P
2020_PS039_P3_PS039,2020,PS039,P3,PS039,3614.265568,3872.353934,3012.332552,4191.979483,3313.29906,4032.166709,P
2020_PS028_P4_PS039,2020,PS028,P4,PS039,1874.549987,1718.871087,1919.045979,2065.128094,1896.797983,1891.999591,P
2020_PS040_P1_PS040,2020,PS040,P1,PS040,2718.257329,2718.751484,2597.503248,2949.338926,2657.880289,2834.045205,P
2020_PS040_P2_PS040,2020,PS040,P2,PS040,2489.249069,2885.496389,2310.886108,2136.334254,2400.067589,2510.915322,P
2020_PS040_P3_PS040,2020,PS040,P3,PS040,2452.306605,2070.005614,2195.77433,2345.811924,2324.040468,2207.908769,P
2020_PS010_P3_PS040,2020,PS010,P3,PS040,3148.590571,2839.438276,3057.516445,2806.459971,3103.053508,2822.949124,P
2020_PS041_P1_PS041,2020,PS041,P1,PS041,1916.718079,1633.737674,1864.627621,1778.997675,1890.67285,1706.367675,P
2020_PS041_P2_PS041,2020,PS041,P2,PS041,2160.146279,2054.374176,1962.192161,1788.179789,2061.16922,1921.276983,P
2020_PS041_P3_PS041,2020,PS041,P3,PS041,1714.490614,2162.159483,1529.182157,1442.829777,1621.836386,1802.49463,P
2020_PS021_P3_PS041,2020,PS021,P3,PS041,2016.962439,2034.885566,2366.963871,2022.780553,2191.963155,2028.83306,P
2020_PS043_P1_PS043,2020,PS043,P1,PS043,3069.647873,3163.909406,2196.293832,2548.472797,2632.970853,2856.191102,P
2020_PS043_P2_PS043,2020,PS043,P2,PS043,3007.496086,2976.120095,2189.201662,2338.838334,2598.348874,2657.479215,P
2020_PS043_P3_PS043,2020,PS043,P3,PS043,4626.768604,4639.369812,4223.767702,4365.647956,4425.268153,4502.508884,P
2020_PS020_P4_PS043,2020,PS020,P4,PS043,3303.296152,3221.339238,3853.480809,3405.55351,3578.388481,3313.446374,P
2020_PS049_P1_PS049,2020,PS049,P1,PS049,1273.283965,1717.33748,1481.045916,1421.790323,1377.164941,1569.563902,P
2020_PS049_P2_PS049,2020,PS049,P2,PS049,1281.5887,1998.742114,1638.649435,1121.538924,1460.119068,1560.140519,P
2020_PS049_P3_PS049,2020,PS049,P3,PS049,1282.232901,1540.100468,1050.575618,1338.502618,1166.40426,1439.301543,P
2020_PS049_P4_PS049,2020,PS049,P4,PS049,1406.743671,1791.161338,1532.792722,1811.370886,1469.768197,1801.266112,P
2020_PS041_P3_PS049,2020,PS041,P3,PS049,1197.857072,1543.063865,1620.787377,1768.665494,1409.322225,1655.86468,P
2020_PS054_P1_PS054,2020,PS054,P1,PS054,1446.137332,1755.632239,1777.735862,1857.414687,1611.936597,1806.523463,P
2020_PS054_P2_PS054,2020,PS054,P2,PS054,1157.346783,1291.995331,1399.945369,2471.943264,1278.646076,1881.969298,P
2020_PS054_P3_PS054,2020,PS054,P3,PS054,1743.083274,1991.042536,1633.45539,1491.42886,1688.269332,1741.235698,P
2020_PS049_P4_PS054,2020,PS049,P4,PS054,1803.370768,1795.547958,1575.339903,1546.884509,1689.355336,1671.216234,P
2020_PS056_P1_PS056,2020,PS056,P1,PS056,2180.750371,1136.117781,720.1835254,817.9536712,1450.466948,977.0357261,P
2020_PS056_P2_PS056,2020,PS056,P2,PS056,1698.054995,989.3207623,1731.567911,1632.196793,1714.811453,1310.758778,P
2020_PS056_P3_PS056,2020,PS056,P3,PS056,1220.366849,1494.753181,1816.48015,1688.909622,1518.4235,1591.831402,P
2020_PS064_P1_PS056,2020,PS064,P1,PS056,1583.902337,2054.06211,1447.491965,1466.576801,1515.697151,1760.319456,P
2020_PS059_P1_PS059,2020,PS059,P1,PS059,2598.60522,2635.383475,1828.807521,1739.13017,2213.706371,2187.256823,P
2020_PS059_P2_PS059,2020,PS059,P2,PS059,2571.313821,1913.813161,1946.573998,1951.563318,2258.94391,1932.68824,P
2020_PS059_P3_PS059,2020,PS059,P3,PS059,1580.401036,1665.385778,1346.476341,1575.957743,1463.438689,1620.671761,P
2020_PS068_P4_PS059,2020,PS068,P4,PS059,2850.596917,2719.134472,2444.421981,1948.805449,2647.509449,2333.969961,P
2020_PS060_P1_PS060,2020,PS060,P1,PS060,6174.226244,5124.008579,6950.053319,6022.762499,6562.139782,5573.385539,P
2020_PS060_P2_PS060,2020,PS060,P2,PS060,7143.75454,5646.578455,6266.067885,5486.925315,6704.911213,5566.751885,P
2020_PS060_P3_PS060,2020,PS060,P3,PS060,3318.045235,4179.71011,2573.565348,2173.316534,2945.805292,3176.513322,P
2020_PS060_P4_PS060,2020,PS060,P4,PS060,5422.118437,4381.092105,5331.098708,4973.082526,5376.608573,4677.087316,P
2020_PS031_P3_PS060,2020,PS031,P3,PS060,3149.947892,2883.83733,2817.512482,3285.005726,2983.730187,3084.421528,P
2020_PS062_P1_PS062,2020,PS062,P1,PS062,4493.141481,4199.062749,3833.39708,3553.690271,4163.269281,3876.37651,P
2020_PS062_P2_PS062,2020,PS062,P2,PS062,3533.339789,3516.613828,4035.397527,4143.619525,3784.368658,3830.116677,P
2020_PS062_P3_PS062,2020,PS062,P3,PS062,3342.047841,2976.524423,2958.689633,2847.050695,3150.368737,2911.787559,P
2020_PS034_P4_PS062,2020,PS034,P4,PS062,3328.660973,3322.807736,2849.597569,2469.160049,3089.129271,2895.983893,P
2020_PS065_P1_PS065,2020,PS065,P1,PS065,4397.478187,4041.751453,5486.793978,5389.542205,4942.136083,4715.646829,P
2020_PS065_P2_PS065,2020,PS065,P2,PS065,3522.415336,4012.201345,3503.353477,3785.55054,3512.884407,3898.875943,P
2020_PS058_P4_PS065,2020,PS058,P4,PS065,1356.522621,1906.265523,1830.269376,1772.418615,1593.395999,1839.342069,P
2020_PS066_P1_PS066,2020,PS066,P1,PS066,3185.614897,3956.670604,2228.188575,3588.308611,2706.901736,3772.489608,P
2020_PS066_P2_PS066,2020,PS066,P2,PS066,2609.36651,3133.305213,2491.008245,2480.696035,2550.187378,2807.000624,P
2020_PS048_P4_PS066,2020,PS048,P4,PS066,2661.740307,3589.748204,3609.634955,3149.101806,3135.687631,3369.425005,P
2020_PS067_P1_PS067,2020,PS067,P1,PS067,1240.711342,846.7833994,999.2389938,1784.752075,1119.975168,1315.767737,P
2020_PS067_P2_PS067,2020,PS067,P2,PS067,1390.187962,1435.505622,1597.277956,1428.679367,1493.732959,1432.092495,P
2020_PS067_P3_PS067,2020,PS067,P3,PS067,1377.361807,1390.317771,1268.749003,1220.702378,1323.055405,1305.510075,P
2020_PS067_P4_PS067,2020,PS067,P4,PS067,1371.041523,1690.812875,1378.750095,1625.108605,1374.895809,1657.96074,P
2020_PS056_P3_PS067,2020,PS056,P3,PS067,1375.102789,1512.435202,1472.562456,1999.342536,1423.832623,1755.888869,P
2020_PS073_P1_PS073,2020,PS073,P1,PS073,1699.799655,1604.976989,1758.023631,1615.464912,1728.911643,1610.220951,P
2020_PS073_P2_PS073,2020,PS073,P2,PS073,1353.812215,1486.212317,1667.55965,1542.583399,1510.685933,1514.397858,P
2020_PS073_P3_PS073,2020,PS073,P3,PS073,1417.358324,1718.565562,1439.277442,1601.11646,1428.317883,1659.841011,P
2020_PS073_P4_PS073,2020,PS073,P4,PS073,1387.525069,1255.871567,1749.621849,1214.73487,1568.573459,1235.303219,P
2020_PS067_P4_PS073,2020,PS067,P4,PS073,1543.749144,1389.472859,1939.192088,1470.551059,1741.470616,1430.011959,P
2020_PS074_P1_PS074,2020,PS074,P1,PS074,3338.494593,3668.404708,2807.407554,2956.865405,3072.951074,3312.635057,P
2020_PS074_P2_PS074,2020,PS074,P2,PS074,2859.254295,3586.766944,2593.456006,2538.080087,2726.355151,3062.423516,P
2020_PS074_P3_PS074,2020,PS074,P3,PS074,2788.155829,2836.338069,2650.59784,2495.606926,2719.376835,2665.972498,P
2020_PS071_P1_PS074,2020,PS071,P1,PS074,3092.235992,3243.831763,2885.585005,2578.984369,2988.910499,2911.408066,P
2020_PS075_P1_PS075,2020,PS075,P1,PS075,3224.261487,3488.127517,3627.076724,2781.22265,3425.669106,3134.675084,P
2020_PS075_P2_PS075,2020,PS075,P2,PS075,2901.610378,3364.139546,3165.880257,2485.205723,3033.745318,2924.672635,P
2020_PS075_P3_PS075,2020,PS075,P3,PS075,3641.996479,3419.359022,2744.795858,2341.406736,3193.396169,2880.382879,P
2020_PS076_P3_PS075,2020,PS076,P3,PS075,3925.226211,3265.460459,2623.841987,2333.22223,3274.534099,2799.341345,P
2020_PS076_P1_PS076,2020,PS076,P1,PS076,2310.0123,2668.669398,2965.593212,2881.255717,2637.802756,2774.962558,P
2020_PS076_P2_PS076,2020,PS076,P2,PS076,1941.832672,2423.194408,2078.306704,2549.214528,2010.069688,2486.204468,P
2020_PS076_P3_PS076,2020,PS076,P3,PS076,2078.244207,2476.01892,2560.596511,2523.800653,2319.420359,2499.909787,P
2020_PS042_P2_PS076,2020,PS042,P2,PS076,2353.784596,2869.133477,2316.290673,2378.609178,2335.037635,2623.871328,P
2020_PS079_P1_PS079,2020,PS079,P1,PS079,1625.576199,1781.222992,2107.476515,1672.017432,1866.526357,1726.620212,P
2020_PS079_P2_PS079,2020,PS079,P2,PS079,1893.760132,1905.423982,1529.970664,1929.122726,1711.865398,1917.273354,P
2020_PS079_P3_PS079,2020,PS079,P3,PS079,1440.049406,1266.760225,1613.73395,1189.238815,1526.891678,1227.99952,P
2020_PS079_P4_PS079,2020,PS079,P4,PS079,1676.709307,1809.290367,1714.221309,1886.214155,1695.465308,1847.752261,P
2020_PS054_P3_PS079,2020,PS054,P3,PS079,1895.904626,1266.760225,1615.584325,1454.258621,1755.744476,1360.509423,P
2020_PS081_P1_PS081,2020,PS081,P1,PS081,3575.397327,3842.005406,3024.159503,3548.190829,3299.778415,3695.098118,P
2020_PS081_P2_PS081,2020,PS081,P2,PS081,2947.686858,2884.507245,2728.737408,2154.637297,2838.212133,2519.572271,P
2020_PS081_P3_PS081,2020,PS081,P3,PS081,3195.183812,3316.837003,2876.594845,3324.443061,3035.889329,3320.640032,P
2020_PS074_P3_PS081,2020,PS074,P3,PS081,2776.018555,3037.613122,3124.225233,3473.517338,2950.121894,3255.56523,P
2020_PS084_P1_PS084,2020,PS084,P1,PS084,2802.595574,2679.939522,3045.629858,2652.505198,2924.112716,2666.22236,P
2020_PS084_P2_PS084,2020,PS084,P2,PS084,3136.727882,3804.379074,3675.346284,3617.096303,3406.037083,3710.737689,P
2020_PS084_P3_PS084,2020,PS084,P3,PS084,3115.338688,2753.188421,3912.726113,2816.617375,3514.032401,2784.902898,P
2020_PS081_P3_PS084,2020,PS081,P3,PS084,3339.374396,3697.856771,3057.559312,3481.217557,3198.466854,3589.537164,P
2020_PS085_P1_PS085,2020,PS085,P1,PS085,2975.988167,4258.854787,4362.821797,3681.480342,3669.404982,3970.167565,P
2020_PS085_P2_PS085,2020,PS085,P2,PS085,2987.956343,4845.818241,4304.638817,3946.788197,3646.29758,4396.303219,P
2020_PS085_P3_PS085,2020,PS085,P3,PS085,2178.371722,3159.064562,3177.77283,3190.602996,2678.072276,3174.833779,P
2020_PS085_P4_PS085,2020,PS085,P4,PS085,5708.835987,4666.789425,2627.065617,3604.61878,4167.950802,4135.704103,P
2020_PS084_P3_PS085,2020,PS084,P3,PS085,3679.939774,3402.717027,2168.808637,3996.442147,2924.374206,3699.579587,P
2020_PS087_P1_PS087,2020,PS087,P1,PS087,3724.107066,4539.66246,3611.884984,4377.676218,3667.996025,4458.669339,P
2020_PS087_P2_PS087,2020,PS087,P2,PS087,5167.086746,5399.397937,4219.202918,5699.981267,4693.144832,5549.689602,P
2020_PS087_P3_PS087,2020,PS087,P3,PS087,3423.145305,3682.393168,3275.402575,3773.761716,3349.27394,3728.077442,P
2020_PS087_P4_PS087,2020,PS087,P4,PS087,5271.059656,5629.945808,4890.836778,5350.898089,5080.948217,5490.421949,P
2020_PS075_P3_PS087,2020,PS075,P3,PS087,3513.390888,3107.671568,2944.777829,3067.97085,3229.084359,3087.821209,P
2020_PS089_P1_PS089,2020,PS089,P1,PS089,1966.610711,1540.804658,2215.737129,2345.545082,2091.17392,1943.17487,P
2020_PS089_P2_PS089,2020,PS089,P2,PS089,2649.604811,2725.797181,2844.38665,3111.608537,2746.995731,2918.702859,P
2020_PS089_P3_PS089,2020,PS089,P3,PS089,2128.343079,2390.127952,2341.062242,2568.87695,2234.702661,2479.502451,P
2020_PS073_P4_PS089,2020,PS073,P4,PS089,1471.593112,2006.68064,1697.997739,1771.047238,1584.795426,1888.863939,P
2020_PS090_P1_PS090,2020,PS090,P1,PS090,2645.883137,2682.306876,2263.322126,2987.043573,2454.602632,2834.675225,P
2020_PS090_P2_PS090,2020,PS090,P2,PS090,2543.659668,2297.218864,2101.659281,3522.329389,2322.659475,2909.774127,P
2020_PS090_P3_PS090,2020,PS090,P3,PS090,3731.182996,2178.656896,3991.274718,2620.229177,3861.228857,2399.443037,P
2020_PS090_P4_PS090,2020,PS090,P4,PS090,2979.126472,2391.907167,2800.969575,3002.589981,2890.048024,2697.248574,P
2020_PS060_P4_PS090,2020,PS060,P4,PS090,3017.855011,2269.058467,3073.925355,2726.886827,3045.890183,2497.972647,P
2020_PS091_P1_PS091,2020,PS091,P1,PS091,2068.326886,2078.057751,2057.549566,1760.627156,2062.938226,1919.342454,P
2020_PS091_P2_PS091,2020,PS091,P2,PS091,3077.699372,2861.204383,3343.307738,2217.701327,3210.503555,2539.452855,P
2020_PS091_P3_PS091,2020,PS091,P3,PS091,3013.487265,3963.85468,3289.993836,3027.379619,3151.740551,3495.61715,P
2020_PS091_P4_PS091,2020,PS091,P4,PS091,2493.984216,2996.755939,2302.63208,2350.433502,2398.308148,2673.594721,P
2020_PS070_P3_PS091,2020,PS070,P3,PS091,2592.848416,3080.57035,2598.913249,2972.691179,2595.880833,3026.630765,P
2020_PS094_P1_PS094,2020,PS094,P1,PS094,2173.410935,2483.272293,2715.367381,2752.749597,2444.389158,2618.010945,P
2020_PS094_P2_PS094,2020,PS094,P2,PS094,2215.317364,2325.820109,1845.422039,1931.693467,2030.369702,2128.756788,P
2020_PS094_P3_PS094,2020,PS094,P3,PS094,2474.239501,2118.253455,2626.724931,2472.629283,2550.482216,2295.441369,P
2020_PS079_P4_PS094,2020,PS079,P4,PS094,1963.001066,1534.792255,1920.107947,2023.440698,1941.554507,1779.116477,P
2020_PS095_P1_PS095,2020,PS095,P1,PS095,5100.627792,5566.691391,3975.678041,5300.550963,4538.152917,5433.621177,P
2020_PS095_P2_PS095,2020,PS095,P2,PS095,5540.522889,5024.168333,4086.291971,5180.156246,4813.40743,5102.16229,P
2020_PS095_P3_PS095,2020,PS095,P3,PS095,5175.719892,5359.838195,3675.187536,4888.210654,4425.453714,5124.024425,P
2020_PS095_P4_PS095,2020,PS095,P4,PS095,3410.901415,3349.604929,3034.78229,2940.601475,3222.841853,3145.103202,P
2020_PS085_P4_PS095,2020,PS085,P4,PS095,4639.872561,3239.313248,3946.158248,3289.125989,4293.015405,3264.219619,P
2020_PS096_P1_PS096,2020,PS096,P1,PS096,2267.742856,2689.944703,2338.568657,2667.247594,2303.155757,2678.596149,P
2020_PS096_P2_PS096,2020,PS096,P2,PS096,3121.721874,3806.552935,3880.326418,3172.195246,3501.024146,3489.374091,P
2020_PS096_P3_PS096,2020,PS096,P3,PS096,2626.418983,3651.856434,3389.856651,2981.078962,3008.137817,3316.467698,P
2020_PS096_P4_PS096,2020,PS096,P4,PS096,2916.948044,3224.714877,2652.418079,2744.658118,2784.683062,2984.686498,P
2020_PS091_P4_PS096,2020,PS091,P4,PS096,2395.657624,2834.499991,2988.32977,2773.232393,2691.993697,2803.866192,P
2020_PS099_P1_PS099,2020,PS099,P1,PS099,4976.191398,5355.986996,3682.617141,4445.260793,4329.40427,4900.623895,P
2020_PS099_P2_PS099,2020,PS099,P2,PS099,3833.758026,3956.994773,2442.171766,3582.028233,3137.964896,3769.511503,P
2020_PS099_P3_PS099,2020,PS099,P3,PS099,4963.828124,4522.178542,3028.488163,3516.818418,3996.158144,4019.49848,P
2020_PS099_P4_PS099,2020,PS099,P4,PS099,5262.815883,4986.432984,3273.175295,4745.562635,4267.995589,4865.99781,P
2020_PS053_P3_PS099,2020,PS053,P3,PS099,4809.154066,4979.280216,3119.10791,5069.178226,3964.130988,5024.229221,P
2020_PS100_P1_PS100,2020,PS100,P1,PS100,2260.828703,2312.46247,2919.55935,2257.135799,2590.194027,2284.799135,P
2020_PS100_P2_PS100,2020,PS100,P2,PS100,2371.985209,2767.029771,3147.56412,2520.292876,2759.774665,2643.661324,P
2020_PS100_P3_PS100,2020,PS100,P3,PS100,1770.057904,1735.34086,2070.376659,1897.65901,1920.217282,1816.499935,P
2020_PS045_P3_PS100,2020,PS045,P3,PS100,2055.310307,2282.18258,2131.767218,1998.748636,2093.538763,2140.465608,P
